enhancer,tss,gene
chr19:15944737-15944873,NM_013938,OR10H3
chr19:15944737-15944873,NM_001004465,OR10H4
chr19:15947617-15948119,NM_005858,AKAP8
chr19:15947617-15948119,NM_014371,AKAP8L
chr19:15947617-15948119,NM_001130524;NM_032493,AP1M1
chr19:15947617-15948119,NM_016270,KLF2
chr19:15947617-15948119,NM_013938,OR10H3
chr19:15947617-15948119,NM_001004465,OR10H4
chr19:15947617-15948119,NM_005370,RAB8A
chr19:15947617-15948119,NM_022904,RASAL3
chr19:16085655-16086068,NM_003290,TPM4
chr19:16181046-16181841,NM_013939,OR10H2
chr19:16181046-16181841,NM_013938,OR10H3
chr19:16181046-16181841,NM_001004465,OR10H4
chr19:16188924-16190024,NM_003290,TPM4
chr19:16205409-16205807,NM_021235,EPS15L1
chr19:16205409-16205807,NM_032855,HSH2D
chr19:16205409-16205807,NM_005370,RAB8A
chr19:16230487-16230565,NM_003290,TPM4
chr19:16256445-16256572,NM_021235,EPS15L1
chr19:16256445-16256572,NM_005370,RAB8A
chr19:16279649-16279838,NM_013939,OR10H2
chr19:16279649-16279838,NM_013938,OR10H3
chr19:16279649-16279838,NM_001004465,OR10H4
chr19:1632932-1633212,NM_000455,STK11
chr19:16364400-16364769,NM_001007525,NWD1
chr19:16394356-16394632,NM_016270,KLF2
chr19:16394356-16394632,NM_001007525,NWD1
chr19:16441306-16441578,NM_021235,EPS15L1
chr19:16441306-16441578,NM_032855,HSH2D
chr19:16441306-16441578,NM_016270,KLF2
chr19:16441306-16441578,NM_004831,MED26
chr19:16441306-16441578,NM_005370,RAB8A
chr19:16449243-16449463,NM_016270,KLF2
chr19:16449243-16449463,NM_005370,RAB8A
chr19:16452764-16452992,NM_016270,KLF2
chr19:16452764-16452992,NM_004831,MED26
chr19:16453203-16453340,NM_016270,KLF2
chr19:16453203-16453340,NM_004831,MED26
chr19:16453203-16453340,NM_001007525,NWD1
chr19:16462018-16462188,NM_054113,CIB3
chr19:16477143-16477842,NM_016270,KLF2
chr19:16477143-16477842,NM_004831,MED26
chr19:16479678-16480242,NM_016270,KLF2
chr19:16479678-16480242,NM_004831,MED26
chr19:16480475-16480862,NM_016270,KLF2
chr19:16480475-16480862,NM_004831,MED26
chr19:16482225-16482879,NM_016270,KLF2
chr19:16482225-16482879,NM_004831,MED26
chr19:16493561-16493905,NM_016270,KLF2
chr19:16510195-16510544,NM_021235,EPS15L1
chr19:16510195-16510544,NM_032855,HSH2D
chr19:16510195-16510544,NM_016270,KLF2
chr19:16510195-16510544,NM_004831,MED26
chr19:16510195-16510544,NM_005370,RAB8A
chr19:16556086-16556488,NM_021235,EPS15L1
chr19:16556086-16556488,NM_032855,HSH2D
chr19:16556086-16556488,NM_016270,KLF2
chr19:16556086-16556488,NM_004831,MED26
chr19:16556086-16556488,NM_005370,RAB8A
chr19:16557779-16558043,NM_021235,EPS15L1
chr19:16557779-16558043,NM_032855,HSH2D
chr19:16557779-16558043,NM_016270,KLF2
chr19:16557779-16558043,NM_004831,MED26
chr19:16557779-16558043,NM_005370,RAB8A
chr19:16573693-16573897,NM_032855,HSH2D
chr19:1658049-1658081,NM_001405,EFNA2
chr19:1658049-1658081,NM_001080488,ONECUT3
chr19:1669192-1669298,NM_005883,APC2
chr19:1669192-1669298,NM_152769,C19orf26
chr19:1669192-1669298,NM_001405,EFNA2
chr19:1669192-1669298,NM_001136139;NM_003200,TCF3
chr19:16696208-16696379,NM_004831,MED26
chr19:16696208-16696379,NM_001130065;NM_004145,MYO9B
chr19:16696641-16697052,NM_001011699;NM_033417,HAUS8
chr19:16696641-16697052,NM_016270,KLF2
chr19:16696641-16697052,NM_004831,MED26
chr19:16696641-16697052,NM_001130065;NM_004145,MYO9B
chr19:16696641-16697052,NM_005370,RAB8A
chr19:16704980-16705245,NM_016270,KLF2
chr19:16704980-16705245,NM_004831,MED26
chr19:16706007-16706238,NM_016270,KLF2
chr19:16706007-16706238,NM_004831,MED26
chr19:17176287-17176664,NM_001130065;NM_004145,MYO9B
chr19:17188668-17188879,NM_001011699;NM_033417,HAUS8
chr19:17188668-17188879,NM_001130065;NM_004145,MYO9B
chr19:17190539-17191239,NM_001011699;NM_033417,HAUS8
chr19:17190539-17191239,NM_001130065;NM_004145,MYO9B
chr19:17200078-17200517,NM_001098524;NM_173544,FAM129C
chr19:17200078-17200517,NM_001011699;NM_033417,HAUS8
chr19:17200078-17200517,NM_004831,MED26
chr19:17200078-17200517,NM_001130065;NM_004145,MYO9B
chr19:17200566-17201240,NM_001098524;NM_173544,FAM129C
chr19:17200566-17201240,NM_001011699;NM_033417,HAUS8
chr19:17200566-17201240,NM_004831,MED26
chr19:17200566-17201240,NM_001130065;NM_004145,MYO9B
chr19:17201349-17201870,NM_001011699;NM_033417,HAUS8
chr19:17201349-17201870,NM_001130065;NM_004145,MYO9B
chr19:17218539-17219391,NM_001011699;NM_033417,HAUS8
chr19:17218539-17219391,NM_004831,MED26
chr19:17218539-17219391,NM_001130065;NM_004145,MYO9B
chr19:17220741-17221250,NM_001098524;NM_173544,FAM129C
chr19:17220741-17221250,NM_001011699;NM_033417,HAUS8
chr19:17220741-17221250,NM_004831,MED26
chr19:17220741-17221250,NM_001130065;NM_004145,MYO9B
chr19:17224246-17224646,NM_004831,MED26
chr19:17224246-17224646,NM_001130065;NM_004145,MYO9B
chr19:17225282-17225997,NM_015692,CPAMD8
chr19:17225282-17225997,NM_015260,SIN3B
chr19:17236053-17237400,NM_001011699;NM_033417,HAUS8
chr19:17236053-17237400,NM_004831,MED26
chr19:17236053-17237400,NM_001130065;NM_004145,MYO9B
chr19:17246297-17246722,NM_001130065;NM_004145,MYO9B
chr19:17246297-17246722,NM_024578,OCEL1
chr19:17246297-17246722,NM_012088,PGLS
chr19:17246297-17246722,NM_198580,SLC27A1
chr19:17249466-17249780,NM_001098524;NM_173544,FAM129C
chr19:17249466-17249780,NM_001011699;NM_033417,HAUS8
chr19:17249466-17249780,NM_001130065;NM_004145,MYO9B
chr19:1725719-1725877,NM_005883,APC2
chr19:1725719-1725877,NM_152769,C19orf26
chr19:1725719-1725877,NM_032853,MUM1
chr19:17307223-17307519,NM_001130065;NM_004145,MYO9B
chr19:17371801-17372164,NM_001128855;NM_032620;NM_133644,GTPBP3
chr19:17371801-17372164,NM_138454,NXNL1
chr19:1747200-1747550,NM_018959;NM_170711,DAZAP1
chr19:1747200-1747550,NM_001080488,ONECUT3
chr19:1747200-1747550,NM_018049,PLEKHJ1
chr19:1747200-1747550,NM_001018,RPS15
chr19:17570047-17570102,NM_015692,CPAMD8
chr19:17570047-17570102,NM_138454,NXNL1
chr19:17791017-17791370,NM_001025604;NM_015683,ARRDC2
chr19:17791017-17791370,NM_006332,IFI30
chr19:17791017-17791370,NM_018174,MAP1S
chr19:17890338-17890582,NM_001098524;NM_173544,FAM129C
chr19:17890338-17890582,NM_001161357;NM_001161358,FCHO1
chr19:17890338-17890582,NM_000215,JAK3
chr19:17890338-17890582,NM_015016,MAST3
chr19:17961350-17961505,NM_001025604,ARRDC2
chr19:17961350-17961505,NM_001098524;NM_173544,FAM129C
chr19:17961350-17961505,NM_001161357;NM_001161358;NM_001161359;NM_015122,FCHO1
chr19:17961350-17961505,NM_006332,IFI30
chr19:17961350-17961505,NM_005535;NM_153701,IL12RB1
chr19:17961350-17961505,NM_000215,JAK3
chr19:18059806-18059879,NM_002248,KCNN1
chr19:18059806-18059879,NM_001080421,UNC13A
chr19:18125171-18125343,NM_001025604;NM_015683,ARRDC2
chr19:18125171-18125343,NM_001161359;NM_015122,FCHO1
chr19:18125171-18125343,NM_005535;NM_153701,IL12RB1
chr19:18125171-18125343,NM_000215,JAK3
chr19:18125171-18125343,NM_005354,JUND
chr19:18128099-18128520,NM_001025604;NM_015683,ARRDC2
chr19:18128099-18128520,NM_006332,IFI30
chr19:18128099-18128520,NM_145256,LRRC25
chr19:18128099-18128520,NM_018174,MAP1S
chr19:18131070-18131394,NM_015683,ARRDC2
chr19:18131070-18131394,NM_001161357;NM_001161358,FCHO1
chr19:18131070-18131394,NM_015016,MAST3
chr19:18131070-18131394,NM_000923,PDE4C
chr19:18131991-18132570,NM_001025604;NM_015683,ARRDC2
chr19:18131991-18132570,NM_001161357;NM_001161358,FCHO1
chr19:18131991-18132570,NM_006332,IFI30
chr19:18131991-18132570,NM_005354,JUND
chr19:18131991-18132570,NM_002248,KCNN1
chr19:18131991-18132570,NM_145256,LRRC25
chr19:18131991-18132570,NM_018174,MAP1S
chr19:18131991-18132570,NM_017712,PGPEP1
chr19:18133045-18133309,NM_001025604;NM_015683,ARRDC2
chr19:18133045-18133309,NM_006532,ELL
chr19:18133045-18133309,NM_001098524;NM_173544,FAM129C
chr19:18133045-18133309,NM_001161357;NM_001161358;NM_001161359;NM_015122,FCHO1
chr19:18133045-18133309,NM_006332,IFI30
chr19:18133045-18133309,NM_145256,LRRC25
chr19:18133045-18133309,NM_018174,MAP1S
chr19:18134654-18135106,NM_001025604;NM_015683,ARRDC2
chr19:18134654-18135106,NM_006532,ELL
chr19:18134654-18135106,NM_006332,IFI30
chr19:18134654-18135106,NM_005535;NM_153701,IL12RB1
chr19:18134654-18135106,NM_005354,JUND
chr19:18134654-18135106,NM_145256,LRRC25
chr19:18134654-18135106,NM_018174,MAP1S
chr19:18154526-18154804,NM_006332,IFI30
chr19:18160238-18160511,NM_015683,ARRDC2
chr19:18160238-18160511,NM_006332,IFI30
chr19:18201963-18202321,NM_001025604;NM_015683,ARRDC2
chr19:18201963-18202321,NM_006532,ELL
chr19:18201963-18202321,NM_001161357;NM_001161358;NM_001161359;NM_015122,FCHO1
chr19:18201963-18202321,NM_012181,FKBP8
chr19:18201963-18202321,NM_006332,IFI30
chr19:18201963-18202321,NM_005535;NM_153701,IL12RB1
chr19:18201963-18202321,NM_000215,JAK3
chr19:18201963-18202321,NM_145256,LRRC25
chr19:18201963-18202321,NM_001033930;NM_003333,UBA52
chr19:18230044-18230277,NM_001161357;NM_001161358,FCHO1
chr19:18230044-18230277,NM_000215,JAK3
chr19:18282501-18282708,NM_001025604;NM_015683,ARRDC2
chr19:18282501-18282708,NM_006332,IFI30
chr19:18282501-18282708,NM_005535;NM_153701,IL12RB1
chr19:18282501-18282708,NM_145256,LRRC25
chr19:18401020-18401539,NM_001025604;NM_015683,ARRDC2
chr19:18401020-18401539,NM_005535;NM_153701,IL12RB1
chr19:18401020-18401539,NM_000215,JAK3
chr19:18401020-18401539,NM_005354,JUND
chr19:18401020-18401539,NM_002248,KCNN1
chr19:18401020-18401539,NM_145256,LRRC25
chr19:18401020-18401539,NM_001009998;NM_032627,SSBP4
chr19:18402387-18403564,NM_001025604;NM_015683,ARRDC2
chr19:18402387-18403564,NM_001100418;NM_001100419,C19orf60
chr19:18402387-18403564,NM_001098482;NM_015321,CRTC1
chr19:18402387-18403564,NM_006532,ELL
chr19:18402387-18403564,NM_006332,IFI30
chr19:18402387-18403564,NM_005535;NM_153701,IL12RB1
chr19:18402387-18403564,NM_000215,JAK3
chr19:18402387-18403564,NM_005354,JUND
chr19:18402387-18403564,NM_002248,KCNN1
chr19:18402387-18403564,NM_018316,KLHL26
chr19:18402387-18403564,NM_145256,LRRC25
chr19:18402387-18403564,NM_015016,MAST3
chr19:18402387-18403564,NM_017712,PGPEP1
chr19:18402387-18403564,NM_001009998;NM_032627,SSBP4
chr19:18405326-18405850,NM_001025604;NM_015683,ARRDC2
chr19:18405326-18405850,NM_001100418;NM_001100419,C19orf60
chr19:18405326-18405850,NM_005535;NM_153701,IL12RB1
chr19:18405326-18405850,NM_000215,JAK3
chr19:18405326-18405850,NM_005354,JUND
chr19:18405326-18405850,NM_018316,KLHL26
chr19:18405326-18405850,NM_001009998;NM_032627,SSBP4
chr19:18415031-18416060,NM_001025604;NM_015683,ARRDC2
chr19:18415031-18416060,NM_001100418;NM_001100419,C19orf60
chr19:18415031-18416060,NM_006532,ELL
chr19:18415031-18416060,NM_005535;NM_153701,IL12RB1
chr19:18415031-18416060,NM_000215,JAK3
chr19:18415031-18416060,NM_005354,JUND
chr19:18415031-18416060,NM_002248,KCNN1
chr19:18415031-18416060,NM_018316,KLHL26
chr19:18415031-18416060,NM_001009998;NM_032627,SSBP4
chr19:18429185-18429358,NM_001025604;NM_015683,ARRDC2
chr19:18429185-18429358,NM_138442,CCDC124
chr19:18429185-18429358,NM_006532,ELL
chr19:18429185-18429358,NM_005535;NM_153701,IL12RB1
chr19:18429185-18429358,NM_000215,JAK3
chr19:18429185-18429358,NM_005354,JUND
chr19:18429185-18429358,NM_145256,LRRC25
chr19:18430446-18430898,NM_001025604,ARRDC2
chr19:18430446-18430898,NM_006332,IFI30
chr19:18430446-18430898,NM_005535;NM_153701,IL12RB1
chr19:18430446-18430898,NM_145256,LRRC25
chr19:18485152-18485556,NM_001025604;NM_015683,ARRDC2
chr19:18485152-18485556,NM_006532,ELL
chr19:18485152-18485556,NM_006332,IFI30
chr19:18485152-18485556,NM_145256,LRRC25
chr19:18498524-18498706,NM_015683,ARRDC2
chr19:18498524-18498706,NM_006332,IFI30
chr19:18498524-18498706,NM_005354,JUND
chr19:18504645-18504988,NM_001025604;NM_015683,ARRDC2
chr19:18504645-18504988,NM_006532,ELL
chr19:18504645-18504988,NM_006332,IFI30
chr19:18504645-18504988,NM_005535;NM_153701,IL12RB1
chr19:18504645-18504988,NM_145256,LRRC25
chr19:18504645-18504988,NM_001033930;NM_003333,UBA52
chr19:18504645-18504988,NM_002911,UPF1
chr19:18512599-18512849,NM_006332,IFI30
chr19:18512599-18512849,NM_145256,LRRC25
chr19:18512599-18512849,NM_001033930;NM_003333,UBA52
chr19:18526337-18526644,NM_001171948;NM_001171949;NM_024069,C19orf50
chr19:18526337-18526644,NM_001100418;NM_001100419,C19orf60
chr19:18526337-18526644,NM_001136203,CCDC124
chr19:18526337-18526644,NM_004750,CRLF1
chr19:18526337-18526644,NM_006332,IFI30
chr19:18526337-18526644,NM_018316,KLHL26
chr19:18526337-18526644,NM_001009998;NM_032627,SSBP4
chr19:18527231-18527472,NM_001170938;NM_016368,ISYNA1
chr19:18527231-18527472,NM_012321,LSM4
chr19:18527231-18527472,NM_001009998;NM_032627,SSBP4
chr19:18527701-18528040,NM_001025604;NM_015683,ARRDC2
chr19:18527701-18528040,NM_006332,IFI30
chr19:18527701-18528040,NM_005535;NM_153701,IL12RB1
chr19:18527701-18528040,NM_005354,JUND
chr19:18527701-18528040,NM_002248,KCNN1
chr19:18527701-18528040,NM_145256,LRRC25
chr19:18527701-18528040,NM_017712,PGPEP1
chr19:18527701-18528040,NM_001009998;NM_032627,SSBP4
chr19:18528263-18528792,NM_001025604;NM_015683,ARRDC2
chr19:18528263-18528792,NM_001100418;NM_001100419,C19orf60
chr19:18528263-18528792,NM_006332,IFI30
chr19:18528263-18528792,NM_145256,LRRC25
chr19:18528263-18528792,NM_017712,PGPEP1
chr19:18528263-18528792,NM_001009998;NM_032627,SSBP4
chr19:18528263-18528792,NM_001033930;NM_003333,UBA52
chr19:18528263-18528792,NM_002911,UPF1
chr19:18533547-18533601,NM_001025604,ARRDC2
chr19:18533547-18533601,NM_005535;NM_153701,IL12RB1
chr19:1855247-1855761,NM_138422,ADAT3
chr19:1855247-1855761,NM_001178002;NM_138813,ATP8B3
chr19:1855247-1855761,NM_017797,BTBD2
chr19:1855247-1855761,NM_152482,C19orf25
chr19:1855247-1855761,NM_198532,C19orf35
chr19:1855247-1855761,NM_001319,CSNK1G2
chr19:1855247-1855761,NM_031918,KLF16
chr19:1855247-1855761,NM_016199,LSM7
chr19:1855247-1855761,NM_130807,MOBKL2A
chr19:1855247-1855761,NM_024407,NDUFS7
chr19:1855247-1855761,NM_018049,PLEKHJ1
chr19:1855247-1855761,NM_020695,REXO1
chr19:1855247-1855761,NM_079834,SCAMP4
chr19:1855247-1855761,NM_007165,SF3A2
chr19:1855247-1855761,NM_001077238;NM_152988,SPPL2B
chr19:1855247-1855761,NM_003200,TCF3
chr19:18579448-18579643,NM_001025604,ARRDC2
chr19:18579448-18579643,NM_006532,ELL
chr19:18579448-18579643,NM_005535;NM_153701,IL12RB1
chr19:18579448-18579643,NM_005354,JUND
chr19:18585956-18586192,NM_001025604,ARRDC2
chr19:18585956-18586192,NM_006532,ELL
chr19:18585956-18586192,NM_005535;NM_153701,IL12RB1
chr19:18585956-18586192,NM_005354,JUND
chr19:18585956-18586192,NM_018316,KLHL26
chr19:18585956-18586192,NM_001009998;NM_032627,SSBP4
chr19:18589714-18590055,NM_001025604;NM_015683,ARRDC2
chr19:18589714-18590055,NM_006532,ELL
chr19:18589714-18590055,NM_006332,IFI30
chr19:18589714-18590055,NM_005535;NM_153701,IL12RB1
chr19:18589714-18590055,NM_005354,JUND
chr19:18589714-18590055,NM_145256,LRRC25
chr19:18589714-18590055,NM_002911,UPF1
chr19:18590516-18590939,NM_001025604;NM_015683,ARRDC2
chr19:18590516-18590939,NM_006532,ELL
chr19:18590516-18590939,NM_006332,IFI30
chr19:18590516-18590939,NM_145256,LRRC25
chr19:18594405-18594611,NM_001025604;NM_015683,ARRDC2
chr19:18594405-18594611,NM_006532,ELL
chr19:18594405-18594611,NM_001145724,HOMER3
chr19:18594405-18594611,NM_006332,IFI30
chr19:18594405-18594611,NM_145256,LRRC25
chr19:18601625-18601886,NM_001025604,ARRDC2
chr19:18601625-18601886,NM_005535;NM_153701,IL12RB1
chr19:18601625-18601886,NM_005354,JUND
chr19:18601625-18601886,NM_018316,KLHL26
chr19:18601625-18601886,NM_001009998;NM_032627,SSBP4
chr19:18606803-18607671,NM_001025604;NM_015683,ARRDC2
chr19:18606803-18607671,NM_006532,ELL
chr19:18606803-18607671,NM_006332,IFI30
chr19:18606803-18607671,NM_005535;NM_153701,IL12RB1
chr19:18606803-18607671,NM_005354,JUND
chr19:18606803-18607671,NM_018316,KLHL26
chr19:18606803-18607671,NM_145256,LRRC25
chr19:18606803-18607671,NM_002911,UPF1
chr19:18613158-18613763,NM_006532,ELL
chr19:18613158-18613763,NM_005535;NM_153701,IL12RB1
chr19:18613158-18613763,NM_005354,JUND
chr19:18613158-18613763,NM_145256,LRRC25
chr19:18614213-18614397,NM_006532,ELL
chr19:18614213-18614397,NM_005535;NM_153701,IL12RB1
chr19:18614213-18614397,NM_005354,JUND
chr19:18614213-18614397,NM_145256,LRRC25
chr19:18625662-18626077,NM_006532,ELL
chr19:18625662-18626077,NM_012181,FKBP8
chr19:18625662-18626077,NM_006332,IFI30
chr19:18625662-18626077,NM_005535;NM_153701,IL12RB1
chr19:18625662-18626077,NM_005354,JUND
chr19:18625662-18626077,NM_018316,KLHL26
chr19:18625662-18626077,NM_145256,LRRC25
chr19:18625662-18626077,NM_001033930;NM_003333,UBA52
chr19:18625662-18626077,NM_002911,UPF1
chr19:18630929-18631259,NM_006532,ELL
chr19:18630929-18631259,NM_006332,IFI30
chr19:18630929-18631259,NM_005354,JUND
chr19:18630929-18631259,NM_145256,LRRC25
chr19:18630929-18631259,NM_017712,PGPEP1
chr19:18630929-18631259,NM_002911,UPF1
chr19:18760748-18761152,NM_000095,COMP
chr19:18760748-18761152,NM_004750,CRLF1
chr19:18761338-18761719,NM_000095,COMP
chr19:18761338-18761719,NM_007263;NM_199442;NM_199444,COPE
chr19:18761338-18761719,NM_004750,CRLF1
chr19:18761338-18761719,NM_018316,KLHL26
chr19:18761338-18761719,NM_017814,TMEM161A
chr19:18768622-18768973,NM_001145304;NM_001145305;NM_025249,KIAA1683
chr19:18811913-18812040,NM_001098482;NM_015321,CRTC1
chr19:18811913-18812040,NM_012181,FKBP8
chr19:18811913-18812040,NM_005354,JUND
chr19:18811913-18812040,NM_178526,SLC25A42
chr19:18811913-18812040,NM_001033930;NM_003333,UBA52
chr19:18811913-18812040,NM_002911,UPF1
chr19:18852715-18852875,NM_001492;NM_021267;NM_198207,GDF1
chr19:18852715-18852875,NM_004864,GDF15
chr19:1895445-1895653,NM_001319,CSNK1G2
chr19:1895445-1895653,NM_032482,DOT1L
chr19:1895445-1895653,NM_004152,OAZ1
chr19:19003165-19003498,NM_001492;NM_021267;NM_198207,GDF1
chr19:19003165-19003498,NM_004386,NCAN
chr19:1901962-1902304,NM_198532,C19orf35
chr19:1901962-1902304,NM_001319,CSNK1G2
chr19:1901962-1902304,NM_032482,DOT1L
chr19:1901962-1902304,NM_004152,OAZ1
chr19:19027750-19028071,NM_015329,MAU2
chr19:19078398-19078892,NM_006532,ELL
chr19:19078398-19078892,NM_017660,GATAD2A
chr19:19078398-19078892,NM_001145724,HOMER3
chr19:19083211-19083621,NM_006532,ELL
chr19:19083211-19083621,NM_017660,GATAD2A
chr19:19083211-19083621,NM_001145724;NM_001145722;NM_001145721;NM_004838,HOMER3
chr19:19083211-19083621,NM_015329,MAU2
chr19:19083211-19083621,NM_003721;NM_134440,RFXANK
chr19:1909763-1910077,NM_031918,KLF16
chr19:19370628-19370854,NM_001492;NM_021267;NM_198207,GDF1
chr19:19370628-19370854,NM_004386,NCAN
chr19:19370628-19370854,NM_001017392;NM_014884,SUGP2
chr19:1942393-1942508,NM_198532,C19orf35
chr19:1942393-1942508,NM_001319,CSNK1G2
chr19:1942393-1942508,NM_032482,DOT1L
chr19:1942393-1942508,NM_031918,KLF16
chr19:1942393-1942508,NM_017572;NM_199054,MKNK2
chr19:1942393-1942508,NM_130807,MOBKL2A
chr19:1942393-1942508,NM_004152,OAZ1
chr19:1942393-1942508,NM_020695,REXO1
chr19:1942586-1943099,NM_198532,C19orf35
chr19:1942586-1943099,NM_001319,CSNK1G2
chr19:1942586-1943099,NM_032482,DOT1L
chr19:1942586-1943099,NM_031918,KLF16
chr19:1942586-1943099,NM_017572;NM_199054,MKNK2
chr19:1942586-1943099,NM_130807,MOBKL2A
chr19:1942586-1943099,NM_004152,OAZ1
chr19:1942586-1943099,NM_020695,REXO1
chr19:1943207-1943298,NM_198532,C19orf35
chr19:1943207-1943298,NM_001319,CSNK1G2
chr19:1943207-1943298,NM_032482,DOT1L
chr19:1943207-1943298,NM_031918,KLF16
chr19:1943207-1943298,NM_017572;NM_199054,MKNK2
chr19:1943207-1943298,NM_130807,MOBKL2A
chr19:1943207-1943298,NM_020695,REXO1
chr19:19514283-19514636,NM_017660,GATAD2A
chr19:19514283-19514636,NM_016573,GMIP
chr19:19514283-19514636,NM_001145724,HOMER3
chr19:19514283-19514636,NM_003721;NM_134440,RFXANK
chr19:19562909-19563265,NM_017660,GATAD2A
chr19:19562909-19563265,NM_016573,GMIP
chr19:19562909-19563265,NM_015329,MAU2
chr19:19562909-19563265,NM_001145783;NM_001145784;NM_005919,MEF2BNB
chr19:19562909-19563265,NM_003721;NM_134440,RFXANK
chr19:19570650-19571032,NM_017660,GATAD2A
chr19:19570650-19571032,NM_016573,GMIP
chr19:19570650-19571032,NM_015329,MAU2
chr19:19570650-19571032,NM_025245,PBX4
chr19:19570650-19571032,NM_003721;NM_134440,RFXANK
chr19:19570650-19571032,NM_021030,ZNF14
chr19:19570650-19571032,NM_001099269;NM_001145404,ZNF506
chr19:19571175-19572073,NM_017660,GATAD2A
chr19:19571175-19572073,NM_016573,GMIP
chr19:19571175-19572073,NM_015329,MAU2
chr19:19571175-19572073,NM_025245,PBX4
chr19:19571175-19572073,NM_003721;NM_134440,RFXANK
chr19:19571175-19572073,NM_021030,ZNF14
chr19:19571175-19572073,NM_001099269;NM_001145404,ZNF506
chr19:19572734-19572965,NM_017660,GATAD2A
chr19:19572734-19572965,NM_016573,GMIP
chr19:19572734-19572965,NM_015329,MAU2
chr19:19573019-19573301,NM_017660,GATAD2A
chr19:19573019-19573301,NM_016573,GMIP
chr19:19573019-19573301,NM_015329,MAU2
chr19:19574690-19574814,NM_017660,GATAD2A
chr19:19574690-19574814,NM_016573,GMIP
chr19:19600012-19600395,NM_017660,GATAD2A
chr19:19600012-19600395,NM_016573,GMIP
chr19:19600012-19600395,NM_015329,MAU2
chr19:19600012-19600395,NM_025245,PBX4
chr19:19600012-19600395,NM_003721;NM_134440,RFXANK
chr19:19701908-19702346,NM_017660,GATAD2A
chr19:19701908-19702346,NM_016573,GMIP
chr19:19701908-19702346,NM_015329,MAU2
chr19:19701908-19702346,NM_025245,PBX4
chr19:19701908-19702346,NM_003721;NM_134440,RFXANK
chr19:19701908-19702346,NM_021030,ZNF14
chr19:19701908-19702346,NM_001099269;NM_001145404,ZNF506
chr19:19708713-19709032,NM_017660,GATAD2A
chr19:19708713-19709032,NM_016573,GMIP
chr19:19708713-19709032,NM_015329,MAU2
chr19:19708713-19709032,NM_025245,PBX4
chr19:19708713-19709032,NM_003721;NM_134440,RFXANK
chr19:19708713-19709032,NM_021030,ZNF14
chr19:19708713-19709032,NM_001099269;NM_001145404,ZNF506
chr19:19711724-19712118,NM_017660,GATAD2A
chr19:19711724-19712118,NM_016573,GMIP
chr19:19711724-19712118,NM_003721;NM_134440,RFXANK
chr19:19866097-19866485,NM_032037,TSSK6
chr19:20110963-20111092,NM_032037,TSSK6
chr19:20162886-20163252,NM_021047,ZNF253
chr19:20162886-20163252,NM_001099269;NM_001145404,ZNF506
chr19:20162886-20163252,NM_001077349;NM_033196,ZNF682
chr19:2032329-2032652,NM_198532,C19orf35
chr19:2032329-2032652,NM_001101391,LINGO3
chr19:20337633-20337845,NM_052852,ZNF486
chr19:20337633-20337845,NM_001077349;NM_033196,ZNF682
chr19:20337633-20337845,NM_007138,ZNF90
chr19:20337633-20337845,NM_031218,ZNF93
chr19:20478909-20479287,NM_001077349;NM_033196,ZNF682
chr19:20478909-20479287,NM_001159293,ZNF737
chr19:2049976-2050209,NM_198532,C19orf35
chr19:2049976-2050209,NM_001319,CSNK1G2
chr19:2049976-2050209,NM_032482,DOT1L
chr19:2049976-2050209,NM_015675,GADD45B
chr19:2049976-2050209,NM_017572;NM_199054,MKNK2
chr19:2049976-2050209,NM_130807,MOBKL2A
chr19:2049976-2050209,NM_004152,OAZ1
chr19:2049976-2050209,NM_020695,REXO1
chr19:2056461-2056895,NM_138422,ADAT3
chr19:2056461-2056895,NM_017797,BTBD2
chr19:2056461-2056895,NM_198532,C19orf35
chr19:2056461-2056895,NM_001130111;NM_031213,FAM108A1
chr19:2056461-2056895,NM_017572;NM_199054,MKNK2
chr19:2056461-2056895,NM_130807,MOBKL2A
chr19:2056461-2056895,NM_004152,OAZ1
chr19:2056461-2056895,NM_079834,SCAMP4
chr19:2059605-2060167,NM_138422,ADAT3
chr19:2059605-2060167,NM_017797,BTBD2
chr19:2059605-2060167,NM_001130111;NM_031213,FAM108A1
chr19:2059605-2060167,NM_020695,REXO1
chr19:2059605-2060167,NM_079834,SCAMP4
chr19:20606211-20606644,NM_007138,ZNF90
chr19:2061356-2061737,NM_198532,C19orf35
chr19:2061356-2061737,NM_001319,CSNK1G2
chr19:2061356-2061737,NM_032482,DOT1L
chr19:2061356-2061737,NM_015675,GADD45B
chr19:2061356-2061737,NM_017572;NM_199054,MKNK2
chr19:2061356-2061737,NM_130807,MOBKL2A
chr19:2061356-2061737,NM_004152,OAZ1
chr19:2061356-2061737,NM_020695,REXO1
chr19:2061356-2061737,NM_007165,SF3A2
chr19:2064980-2065181,NM_017572;NM_199054,MKNK2
chr19:2087738-2088017,NM_198532,C19orf35
chr19:2087738-2088017,NM_001319,CSNK1G2
chr19:2087738-2088017,NM_032482,DOT1L
chr19:2087738-2088017,NM_015675,GADD45B
chr19:2087738-2088017,NM_031918,KLF16
chr19:2087738-2088017,NM_017572;NM_199054,MKNK2
chr19:2087738-2088017,NM_130807,MOBKL2A
chr19:2087738-2088017,NM_004152,OAZ1
chr19:2087738-2088017,NM_020695,REXO1
chr19:2094360-2094773,NM_198532,C19orf35
chr19:2094360-2094773,NM_001319,CSNK1G2
