chromosome,start,end,count,gene
chr2,133063716,133065716,3,ZNF806
chr2,134325031,134327031,4,NCKAP5
chr2,135010829,135012829,1,MGAT5
chr2,135475571,135477571,1,TMEM163
chr2,135595185,135597185,2,ACMSD
chr2,135675391,135677391,1,CCNT2
chr2,135781248,135783248,3,MAP3K19
chr2,135808834,135810834,4,RAB3GAP1
chr2,136287300,136289300,2,ZRANB3
chr2,136287806,136289806,2,ZRANB3
chr2,136288024,136290024,2,R3HDM1
chr2,136342892,136344892,2,R3HDM1
chr2,136742254,136744254,1,DARS1
chr2,137522131,137524131,1,THSD7B
chr2,138720807,138722807,2,HNMT
chr2,139258349,139260349,1,SPOPL
chr2,139536811,139538811,4,NXPH2
chr2,142888270,142890270,3,LRP1B
chr2,143634194,143636194,1,KYNU
chr2,143885898,143887898,2,ARHGAP15
chr2,144993906,144995906,1,GTDC1
chr2,145051060,145053060,3,GTDC1
chr2,145276958,145278958,3,ZEB2
chr2,148601085,148603085,2,ACVR2A
chr2,148601563,148603563,2,ACVR2A
chr2,148777316,148779316,3,ORC4
chr2,148777579,148779579,3,MBD5
chr2,149631791,149633791,3,KIF5C
chr2,149893980,149895980,3,LYPD6B
chr2,149973687,149975687,5,LYPD6B
chr2,150185498,150187498,1,LYPD6
chr2,151343209,151345209,2,RND3
chr2,152117389,152119389,1,RBM43
chr2,152145430,152147430,2,NMI
chr2,152213105,152215105,2,TNFAIP6
chr2,152265396,152267396,1,RIF1
chr2,152590001,152592001,3,NEB
chr2,153031506,153033506,1,STAM2
chr2,153190750,153192750,2,FMNL2
chr2,153573139,153575139,1,PRPF40A
chr2,153574150,153576150,1,ARL6IP6
chr2,154727410,154729410,4,GALNT13
chr2,154799906,154801906,6,GALNT13
chr2,157188287,157190287,2,NR4A2
chr2,158183225,158185225,1,ERMN
chr2,158299604,158301604,2,CYTIP
chr2,158453072,158455072,1,ACVR1C
chr2,158730623,158732623,2,ACVR1
chr2,158850690,158852690,2,UPP2
chr2,158957381,158959381,1,UPP2
chr2,159312265,159314265,1,CCDC148
chr2,159312391,159314391,1,PKP4
chr2,159650828,159652828,1,DAPL1
chr2,159824145,159826145,2,TANC1
chr2,160142063,160144063,1,WDSUB1
chr2,160142310,160144310,1,WDSUB1
chr2,160653766,160655766,2,CD302
chr2,160760267,160762267,1,LY75
chr2,160760267,160762267,1,LY75-CD302
chr2,160918126,160920126,1,PLA2R1
chr2,161055824,161057824,3,ITGB6
chr2,161349318,161351318,1,RBMS1
chr2,161992465,161994465,1,TANK
chr2,162015938,162017938,4,TANK
chr2,162163785,162165785,1,PSMD14
chr2,162271604,162273604,3,TBR1
chr2,162479844,162481844,4,SLC4A10
chr2,162930052,162932052,1,DPP4
chr2,163007914,163009914,2,GCG
chr2,163099067,163101067,2,FAP
chr2,163174218,163176218,1,IFIH1
chr2,163174272,163176272,2,GCA
chr2,165424060,165426060,1,GRB14
chr2,165696928,165698928,1,COBLL1
chr2,165697678,165699678,1,COBLL1
chr2,166059577,166061577,1,SCN3A
chr2,166094911,166096911,2,SCN2A
chr2,166149340,166151340,1,SCN2A
chr2,166325156,166327156,2,CSRNP3
chr2,166427845,166429845,2,CSRNP3
chr2,166649803,166651803,1,GALNT3
chr2,166809348,166811348,4,TTC21B
chr2,166983549,166985549,6,SCN1A
chr2,167342481,167344481,2,SCN7A
chr2,167743996,167745996,2,XIRP2
chr2,168674181,168676181,2,B3GALT1
chr2,169311758,169313758,1,CERS6
chr2,169745944,169747944,3,SPC25
chr2,169886833,169888833,4,ABCB11
chr2,169928084,169930084,1,DHRS9
chr2,170335005,170337005,1,BBS5
chr2,170429431,170431431,2,FASTKD1
chr2,170439849,170441849,1,PPIG
chr2,170654321,170656321,2,SSB
chr2,170654537,170656537,2,SSB
chr2,170683017,170685017,1,UBR3
chr2,171033654,171035654,4,MYO3B
chr2,171783947,171785947,1,GORASP2
chr2,172086824,172088824,4,TLK1
chr2,172289619,172291619,1,METTL8
chr2,172289760,172291760,1,DCAF17
chr2,172377865,172379865,2,CYBRD1
chr2,172542918,172544918,1,DYNC1I2
chr2,172543181,172545181,1,DYNC1I2
chr2,172749816,172751816,1,SLC25A12
chr2,172777934,172779934,1,HAT1
chr2,172949207,172951207,2,DLX1
chr2,172966478,172968478,1,DLX2
chr2,173685314,173687314,2,RAPGEF4
chr2,173939564,173941564,1,MAP3K20
chr2,175112398,175114398,1,OLA1
chr2,175198820,175200820,2,SP9
chr2,175498307,175500307,3,WIPF1
chr2,175546627,175548627,1,WIPF1
chr2,175628200,175630200,1,CHRNA1
chr2,176031934,176033934,1,ATF2
chr2,176045391,176047391,2,ATP5MC3
chr2,176045490,176047490,2,ATP5MC3
chr2,176866073,176868073,2,LNPK
chr2,176980491,176982491,1,HOXD10
chr2,176993467,176995467,2,HOXD8
chr2,177027804,177029804,1,HOXD3
chr2,177133122,177135122,1,MTX2
chr2,178076421,178078421,1,HNRNPA3
chr2,178256470,178258470,1,AGPS
chr2,178416524,178418524,1,TTC30B
chr2,178752466,178754466,1,PDE11A
chr2,178976150,178978150,2,RBM45
chr2,179314484,179316484,1,PRKRA
chr2,179671150,179673150,1,TTN
chr2,179913786,179915786,5,CCDC141
chr2,180610237,180612237,1,ZNF385B
chr2,180725232,180727232,1,ZNF385B
chr2,180870780,180872780,3,CWC22
chr2,181844850,181846850,1,UBE2E3
chr2,182320618,182322618,5,ITGA4
chr2,182520834,182522834,2,CERKL
chr2,182544392,182546392,4,NEUROD1
chr2,182849550,182851550,2,PPP1R1C
chr2,183386572,183388572,3,PDE1A
chr2,183942286,183944286,2,DUSP19
chr2,183981217,183983217,2,NUP35
chr2,186602621,186604621,3,FSIP2
chr2,187349884,187351884,1,ZC3H15
chr2,187463931,187465931,1,ITGAV
chr2,187557788,187559788,2,FAM171B
chr2,187712897,187714897,2,ZSWIM2
chr2,188312021,188314021,2,CALCRL
chr2,188418232,188420232,2,TFPI
chr2,189155395,189157395,4,GULP1
chr2,189653831,189655831,3,DIRC1
chr2,189838098,189840098,3,COL3A1
chr2,190043605,190045605,2,COL5A2
chr2,190305158,190307158,1,WDR75
chr2,190525124,190527124,2,ASDURF
chr2,190525124,190527124,2,ASNSD1
chr2,190539710,190541710,1,ANKAR
chr2,190647810,190649810,1,PMS1
chr2,190648097,190650097,1,ORMDL1
chr2,190926455,190928455,3,MSTN
chr2,191272080,191274080,1,MFSD6
chr2,191877976,191879976,1,STAT1
chr2,192541860,192543860,1,NABP1
chr2,192711006,192713006,2,CAVIN2
chr2,193058659,193060659,1,TMEFF2
chr2,196520531,196522531,5,SLC39A10
chr2,197225946,197227946,1,HECW2
chr2,197456408,197458408,3,HECW2
chr2,197663492,197665492,2,GTF3C3
chr2,197790454,197792454,1,PGAP1
chr2,197790455,197792455,1,PGAP1
chr2,198174521,198176521,1,ANKRD44
chr2,198298817,198300817,3,SF3B1
chr2,198317146,198319146,2,COQ10B
chr2,198363640,198365640,1,HSPD1
chr2,198363720,198365720,2,HSPE1-MOB4
chr2,198363720,198365720,2,HSPE1
chr2,198379766,198381766,2,MOB4
chr2,198539584,198541584,3,RFTN2
chr2,198649074,198651074,1,BOLL
chr2,198650036,198652036,6,BOLL
chr2,198668425,198670425,3,PLCL1
chr2,200714896,200716896,1,FTCDNL1
chr2,200774978,200776978,1,C2orf69
chr2,200819039,200821039,1,MAIP1
chr2,200819459,200821459,1,TYW5
chr2,201169603,201171603,2,SPATS2L
chr2,201169984,201171984,2,SPATS2L
chr2,201389864,201391864,4,SGO2
chr2,201449730,201451730,2,AOX1
chr2,201675268,201677268,1,BZW1
chr2,201728284,201730284,4,CLK1
chr2,201935394,201937394,2,FAM126B
chr2,201935461,201937461,2,NDUFB3
chr2,201979826,201981826,1,CFLAR
chr2,201982213,201984213,1,CFLAR
chr2,202046620,202048620,1,CASP10
chr2,202097165,202099165,4,CASP8
chr2,202482905,202484905,2,C2CD6
chr2,202562417,202564417,4,MPP4
chr2,202644895,202646895,1,ALS2
chr2,202670301,202672301,2,CDK15
chr2,203102322,203104322,3,SUMO1
chr2,203129438,203131438,1,NOP58
chr2,203240049,203242049,3,BMPR2
chr2,203498900,203500900,2,FAM117B
chr2,203878601,203880601,1,NBEAL1
chr2,204191961,204193961,2,ABI2
chr2,204399059,204401059,1,RAPH1
chr2,204570197,204572197,5,CD28
chr2,204731510,204733510,2,CTLA4
chr2,206546223,206548223,1,NRP2
chr2,207023243,207025243,1,NDUFS1
chr2,207023317,207025317,1,EEF1B2
chr2,207081771,207083771,3,GPR1
chr2,207138751,207140751,1,ZDBF2
chr2,207307367,207309367,2,ADAM23
chr2,207507950,207509950,4,FAM237A
chr2,207582120,207584120,5,DYTN
chr2,207629111,207631111,1,FASTKD2
chr2,207629273,207631273,1,MDH1B
chr2,207803277,207805277,1,CPO
chr2,208029740,208031740,1,KLF7
chr2,208488712,208490712,1,METTL21A
chr2,208489102,208491102,1,METTL21A
chr2,208575263,208577263,1,CCNYL1
chr2,208633143,208635143,2,FZD5
chr2,208889284,208891284,1,PLEKHM3
chr2,208993554,208995554,2,CRYGC
chr2,209027297,209029297,1,CRYGA
chr2,209053773,209055773,1,C2orf80
chr2,209118182,209120182,2,IDH1
chr2,209118867,209120867,1,IDH1
chr2,209129990,209131990,3,PIKFYVE
chr2,209223568,209225568,4,PTH2R
chr2,210287770,210289770,3,MAP2
chr2,210635716,210637716,3,UNC80
chr2,210866288,210868288,3,RPE
chr2,211035094,211037094,2,KANSL1L
chr2,211089215,211091215,2,ACADL
chr2,211341405,211343405,1,CPS1
chr2,213402352,213404352,2,ERBB4
chr2,214014058,214016058,3,IKZF2
chr2,214015333,214017333,3,IKZF2
chr2,214148102,214150102,1,SPAG16
chr2,215275291,215277291,2,VWC2L
chr2,215895810,215897810,4,ABCA12
chr2,216002151,216004151,2,ABCA12
chr2,216175678,216177678,1,ATIC
chr2,216299791,216301791,3,FN1
chr2,216299793,216301793,3,FN1
chr2,216877346,216879346,2,MREG
chr2,216973019,216975019,2,XRCC5
chr2,217276472,217278472,2,SMARCAL1
chr2,217362519,217364519,3,RPL37A
chr2,217559272,217561272,1,IGFBP5
chr2,217723782,217725782,1,TNP1
chr2,218807796,218809796,1,TNS1
chr2,218932737,218934737,1,RUFY4
chr2,218989012,218991012,1,CXCR2
chr2,218989735,218991735,2,CXCR2
chr2,219030716,219032716,2,CXCR1
chr2,219124737,219126737,3,GPBAR1
chr2,219133932,219135932,1,AAMP
chr2,219134114,219136114,1,PNKD
chr2,219220578,219222578,3,CATIP
chr2,219245751,219247751,1,SLC11A1
chr2,219282837,219284837,2,VIL1
chr2,219471487,219473487,4,PLCD4
chr2,219535748,219537748,2,STK36
chr2,219535781,219537781,2,RNF25
chr2,219574567,219576567,2,TTLL4
chr2,219645471,219647471,1,CYP27A1
chr2,219695512,219697512,1,PRKAG3
chr2,219744254,219746254,2,WNT10A
chr2,219849379,219851379,2,FEV
chr2,219857127,219859127,1,CRYBA2
chr2,219905273,219907273,2,CFAP65
chr2,220033817,220035817,1,SLC23A3
chr2,220040715,220042715,1,CNPPD1
chr2,220070505,220072505,2,ZFAND2B
chr2,220082739,220084739,1,ABCB6
chr2,220093410,220095410,2,ATG9A
chr2,220093478,220095478,2,ANKZF1
chr2,220093609,220095609,2,ANKZF1
chr2,220173295,220175295,1,PTPRN
chr2,220196899,220198899,1,RESP18
chr2,220263744,220265744,1,DNPEP
chr2,220298699,220300699,1,SPEG
chr2,220324533,220326533,1,SPEG
chr2,220360076,220362076,3,SPEGNB
chr2,220377891,220379891,1,ASIC4
chr2,220406819,220408819,1,CHPF
chr2,220435953,220437953,1,INHA
chr2,222437922,222439922,5,EPHA4
chr2,223162715,223164715,1,PAX3
chr2,223288225,223290225,2,SGPP2
chr2,223535456,223537456,2,MOGAT1
chr2,224701319,224703319,1,AP1S3
chr2,224821120,224823120,1,MRPL44
chr2,224903036,224905036,1,SERPINE2
chr2,225265711,225267711,2,FAM124B
chr2,225810782,225812782,2,DOCK10
chr2,226264601,226266601,3,NYAP2
chr2,227699630,227701630,3,RHBDD1
chr2,228028275,228030275,1,COL4A4
chr2,228028280,228030280,1,COL4A3
chr2,228191227,228193227,2,MFF
chr2,228497036,228499036,3,C2orf83
chr2,228581745,228583745,1,SLC19A3
chr2,228677557,228679557,1,CCL20
chr2,228735091,228737091,1,DAW1
chr2,229045361,229047361,3,SPHKAP
chr2,230578286,230580286,1,DNER
chr2,230785725,230787725,2,TRIP12
chr2,230786206,230788206,1,FBXO36
chr2,231089444,231091444,1,SP110
chr2,231089444,231091444,1,SP140
chr2,231279870,231281870,7,SP100
chr2,231728609,231730609,1,ITM2C
chr2,231859838,231861838,2,SPATA3
chr2,231988824,231990824,1,HTR2B
chr2,232062259,232064259,3,ARMC9
chr2,232062326,232064326,3,ARMC9
chr2,232259334,232261334,1,B3GNT7
chr2,232394182,232396182,1,NMUR1
chr2,232456574,232458574,2,TEX44
chr2,232650092,232652092,4,COPS7B
chr2,233242243,233244243,1,ALPP
chr2,233384172,233386172,1,PRSS56
chr2,233414300,233416300,1,TIGD1
chr2,233561014,233563014,1,GIGYF2
chr2,233640275,233642275,1,KCNJ13
chr2,233876951,233878951,1,NGEF
chr2,233896381,233898381,1,NEU2
chr2,233923676,233925676,2,INPP5D
chr2,234215308,234217308,1,SAG
chr2,234295799,234297799,1,DGKD
chr2,234473236,234475236,1,USP40
chr2,234525290,234527290,1,UGT1A8
chr2,234544122,234546122,1,UGT1A10
chr2,234589583,234591583,2,UGT1A7
chr2,234599320,234601320,1,UGT1A6
chr2,234600511,234602511,1,UGT1A6
chr2,234620637,234622637,2,UGT1A5
chr2,234651661,234653661,1,DNAJB3
chr2,234667918,234669918,3,UGT1A1
chr2,234683324,234685324,1,MROH2A
chr2,234762212,234764212,1,HJURP
chr2,234958345,234960345,1,SPP2
chr2,235404693,235406693,1,ARL4C
chr2,235404697,235406697,1,ARL4C
chr2,237171988,237173988,5,ASB18
chr2,237415178,237417178,2,IQCA1
chr2,237477379,237479379,3,ACKR3
chr2,237993083,237995083,1,COPS8
chr2,238321850,238323850,2,COL6A3
chr2,238498769,238500769,1,RAB17
chr2,238706387,238708387,1,RBM44
chr2,238767186,238769186,2,RAMP1
chr2,238874586,238876586,2,UBE2F
chr2,238876434,238878434,2,UBE2F
chr2,238968564,238970564,1,SCLY
chr2,239066648,239068648,1,ERFE
chr2,239111324,239113324,1,ILKAP
chr2,239334568,239336568,1,ASB1
chr2,240963819,240965819,1,NDUFA10
chr2,240968846,240970846,2,OR6B2
chr2,240984489,240986489,1,OR6B3
chr2,241079073,241081073,1,OTOS
chr2,241374114,241376114,1,GPC1
chr2,241498470,241500470,1,DUSP28
chr2,241525132,241527132,1,CAPN10
chr2,241543824,241545824,4,GPR35
chr2,241621317,241623317,1,AQP12B
chr2,241807161,241809161,2,AGXT
chr2,242087919,242089919,1,PASK
chr2,242211301,242213301,2,HDLBP
chr2,242253601,242255601,2,SEPTIN2
chr2,242555916,242557916,4,THAP4
chr2,242576026,242578026,1,ATG4B
chr2,242715239,242717239,1,GAL3ST2
chr2,242800058,242802058,1,PDCD1
chr2,242810885,242812885,2,RTP5
chr20,67312,69312,4,DEFB125
chr20,122193,124193,2,DEFB126
chr20,137110,139110,2,DEFB127
chr20,169322,171322,2,DEFB128
chr20,206898,208898,4,DEFB129
chr20,237376,239376,2,DEFB132
chr20,589910,591910,1,TCF15
chr20,633014,635014,1,SRXN1
chr20,655823,657823,1,SCRT2
chr20,813339,815339,2,FAM110A
chr20,824250,826250,2,FAM110A
chr20,895977,897977,2,ANGPT4
chr20,981907,983907,2,RSPO4
chr20,1183097,1185097,1,C20orf202
chr20,1245934,1247934,1,SNPH
chr20,1308879,1310879,1,SDCBP2
chr20,1372816,1374816,1,FKBP1A
chr20,1447337,1449337,1,NSFL1C
chr20,1471233,1473233,1,SIRPB2
chr20,1537343,1539343,3,SIRPD
chr20,1599740,1601740,2,SIRPB1
chr20,1637425,1639425,3,SIRPG
chr20,1972452,1974452,1,PDYN
chr20,2081527,2083527,2,STK35
chr20,2275612,2277612,1,TGM3
chr20,2360553,2362553,1,TGM6
chr20,2450499,2452499,1,SNRPB
chr20,2488778,2490778,3,ZNF343
chr20,2504168,2506168,4,ZNF343
chr20,2516252,2518252,1,TMC2
chr20,2643869,2645869,1,IDH3B
chr20,2672523,2674523,1,EBF4
chr20,2780292,2782292,2,CPXM1
chr20,2794632,2796632,1,C20orf141
chr20,2794656,2796656,1,C20orf141
chr20,2795947,2797947,1,TMEM239
chr20,3023267,3025267,2,GNRH2
chr20,3139532,3141532,1,FASTKD5
chr20,3139556,3141556,1,UBOX5
chr20,3218887,3220887,3,SLC4A11
chr20,3387309,3389309,1,C20orf194
chr20,3450664,3452664,1,ATRN
chr20,3643046,3645046,2,GFRA4
chr20,3761102,3763102,2,SPEF1
chr20,3826445,3828445,1,MAVS
chr20,3995238,3997238,1,RNF24
chr20,4228659,4230659,2,ADRA1D
chr20,4665739,4667739,1,PRNP
chr20,4701499,4703499,2,PRND
chr20,4981145,4983145,1,SLC23A2
chr20,5092733,5094733,1,TMEM230
chr20,5106268,5108268,1,PCNA
chr20,5106406,5108406,1,CDS2
chr20,5296378,5298378,2,PROKR2
chr20,5590672,5592672,1,GPCPD1
chr20,6033726,6035726,2,LRRN4
chr20,6103191,6105191,1,FERMT1
chr20,6747744,6749744,1,BMP2
chr20,7920093,7922093,1,HAO1
chr20,9287446,9289446,3,PLCB4
chr20,9494004,9496004,4,LAMP5
chr20,9818687,9820687,2,PAK5
chr20,10014646,10016646,3,ANKEF1
chr20,10198445,10200445,1,SNAP25
chr20,10198650,10200650,2,SNAP25
chr20,10411573,10413573,1,MKKS
chr20,11872140,11874140,3,BTBD3
chr20,12988601,12990601,4,SPTLC3
chr20,13970265,13972265,2,SEL1L2
chr20,13975145,13977145,1,MACROD2
chr20,14317313,14319313,3,FLRT3
chr20,15176503,15178503,8,MACROD2
chr20,16553079,16555079,2,KIF16B
chr20,16709608,16711608,3,SNRPB2
chr20,16727997,16729997,3,OTOR
chr20,17205751,17207751,1,PCSK2
chr20,17206596,17208596,1,PCSK2
chr20,17511014,17513014,2,BFSP1
chr20,17538605,17540605,1,BFSP1
chr20,17679592,17681592,1,BANF2
chr20,18037526,18039526,1,OVOL2
chr20,18038832,18040832,3,OVOL2
chr20,18117498,18119498,1,PET117
chr20,18121867,18123867,1,KAT14
chr20,18267871,18269871,6,ZNF133
chr20,18476887,18478887,4,RBBP9
chr20,18487588,18489588,2,SEC23B
chr20,18547063,18549063,2,SMIM26
chr20,18567536,18569536,2,DTD1
chr20,18793369,18795369,1,SCP2D1
chr20,19866164,19868164,1,RIN2
chr20,19996933,19998933,1,NAA20
chr20,20032157,20034157,2,CFAP61
chr20,20035690,20037690,1,CRNKL1
chr20,20036289,20038289,1,CFAP61
chr20,20692266,20694266,1,RALGAPA2
chr20,21105615,21107615,2,KIZ
chr20,21282921,21284921,2,XRN2
chr20,21283135,21285135,2,XRN2
chr20,21377047,21379047,1,NKX2-4
chr20,21685296,21687296,1,PAX1
chr20,22564101,22566101,2,FOXA2
chr20,23015056,23017056,2,SSTR4
chr20,23065977,23067977,2,CD93
chr20,23432482,23434482,3,CST11
chr20,23470737,23472737,3,CST8
chr20,23548386,23550386,4,CST9L
chr20,23617685,23619685,1,CST3
chr20,23668662,23670662,3,CST4
chr20,23730574,23732574,2,CST1
chr20,23806312,23808312,2,CST2
chr20,23859380,23861380,1,CST5
chr20,24448834,24450834,3,SYNDIG1
chr20,24928865,24930865,3,CST7
chr20,24972425,24974425,2,APMAP
chr20,25175305,25177305,2,ENTPD6
chr20,25387318,25389318,1,GINS1
chr20,25565167,25567167,1,NINL
chr20,25666575,25668575,1,ZNF337
chr20,29844466,29846466,1,DEFB115
chr20,29895388,29897388,4,DEFB116
chr20,29955420,29957420,4,DEFB118
chr20,29977452,29979452,4,DEFB119
chr20,30027321,30029321,3,DEFB123
chr20,30059816,30061816,1,DEFB124
chr20,30101212,30103212,3,HM13
chr20,30192085,30194085,1,ID1
chr20,30224690,30226690,3,COX4I2
chr20,30325903,30327903,1,TPX2
chr20,30457044,30459044,3,DUSP15
chr20,30457439,30459439,2,TTLL9
chr20,30538883,30540883,2,PDRG1
chr20,30597244,30599244,3,CCM2L
chr20,30638990,30640990,2,HCK
chr20,30696308,30698308,2,TM9SF4
chr20,30794546,30796546,3,PLAGL2
chr20,30794695,30796695,3,POFUT1
chr20,30864453,30866453,1,KIF3B
chr20,31330814,31332814,1,COMMD7
chr20,31349190,31351190,1,DNMT3B
chr20,31445728,31447728,1,EFCAB8
chr20,31591239,31593239,4,SUN5
chr20,31618453,31620453,1,BPIFB6
chr20,31642136,31644136,2,BPIFB3
chr20,31748653,31750653,1,BPIFA2
chr20,31754882,31756882,4,BPIFA2
chr20,31869940,31871940,1,BPIFB1
chr20,32076927,32078927,2,CBFA2T2
chr20,32249091,32251091,2,C20orf144
chr20,32253303,32255303,1,ACTL10
chr20,32307136,32309136,2,PXMP4
chr20,32398109,32400109,3,CHMP4B
chr20,32580457,32582457,2,RALY
chr20,32847170,32849170,3,ASIP
chr20,32950040,32952040,1,ITCH
chr20,33133687,33135687,1,MAP1LC3A
chr20,33145500,33147500,1,MAP1LC3A
chr20,33264089,33266089,1,PIGU
chr20,33459661,33461661,1,GGT7
chr20,33463327,33465327,2,ACSS2
chr20,33542620,33544620,1,GSS
chr20,33542637,33544637,1,MYH7B
chr20,33679618,33681618,1,TRPC4AP
chr20,33734161,33736161,1,EDEM2
chr20,33758739,33760739,1,PROCR
chr20,33879225,33881225,1,FAM83C
chr20,33998945,34000945,3,UQCC1
chr20,34024970,34026970,1,GDF5
chr20,34042222,34044222,1,CEP250
chr20,34046802,34048802,1,CEP250
chr20,34128777,34130777,3,ERGIC3
chr20,34251878,34253878,1,RBM12
chr20,34251878,34253878,1,CPNE1
chr20,34286231,34288231,1,ROMO1
chr20,34286287,34288287,1,NFS1
chr20,34358922,34360922,1,PHF20
chr20,34542281,34544281,1,SCAND1
chr20,34741661,34743661,1,EPB41L1
chr20,34823338,34825338,1,AAR2
chr20,34893244,34895244,2,DLGAP4
chr20,35168886,35170886,1,MYL9
chr20,35200875,35202875,3,TGIF2
chr20,35201009,35203009,2,TGIF2
chr20,35201956,35203956,1,TGIF2-RAB5IF
chr20,35373541,35375541,1,NDRG3
chr20,35487276,35489276,1,SOGA1
chr20,35503523,35505523,2,TLDC2
chr20,35806448,35808448,1,RPN2
chr20,35917050,35919050,1,MANBAL
chr20,36148607,36150607,3,NNAT
chr20,36155333,36157333,3,BLCAP
chr20,36321356,36323356,1,CTNNBL1
chr20,36660870,36662870,2,TTI1
chr20,36660947,36662947,2,RPRD1B
chr20,36792831,36794831,5,TGM2
chr20,36793980,36795980,1,TGM2
chr20,36888174,36890174,1,KIAA1755
chr20,36931551,36933551,2,BPI
chr20,36973813,36975813,2,LBP
chr20,37208837,37210837,2,ADIG
chr20,37229576,37231576,1,ARHGAP40
chr20,37352104,37354104,2,SLC32A1
chr20,37433335,37435335,1,PPP1R16B
chr20,37553954,37555954,1,FAM83D
chr20,37589980,37591980,1,DHX35
chr20,39765160,39767160,1,PLCG1
chr20,39927739,39929739,1,ZHX3
chr20,39968492,39970492,2,LPIN3
chr20,40246133,40248133,1,CHD6
chr20,42135319,42137319,1,L3MBTL1
chr20,42192754,42194754,1,SGK2
chr20,42218252,42220252,1,IFT52
chr20,42354642,42356642,2,GTSF1L
chr20,42838546,42840546,1,OSER1
chr20,42874897,42876897,2,GDAP1L1
chr20,42938892,42940892,2,FITM2
chr20,42964797,42966797,2,R3HDML
chr20,43028895,43030895,1,HNF4A
chr20,43103525,43105525,1,TTPAL
chr20,43149757,43151757,3,SERINC3
chr20,43159421,43161421,2,PKIG
chr20,43342484,43344484,1,CCN5
chr20,43513239,43515239,1,YWHAB
chr20,43594110,43596110,1,STK4
chr20,43742813,43744813,3,WFDC5
chr20,43752106,43754106,1,WFDC12
chr20,43834604,43836604,1,SEMG1
chr20,43849009,43851009,1,SEMG2
chr20,43882205,43884205,2,SLPI
chr20,44005957,44007957,4,TP53TG5
chr20,44097393,44099393,1,WFDC2
chr20,44143264,44145264,2,SPINT3
chr20,44167134,44169134,1,WFDC6
chr20,44257384,44259384,5,WFDC10A
chr20,44258907,44260907,2,WFDC9
chr20,44297878,44299878,1,WFDC11
chr20,44332658,44334658,3,WFDC10B
chr20,44349973,44351973,1,SPINT4
chr20,44419547,44421547,1,WFDC3
chr20,44419575,44421575,1,DNTTIP1
chr20,44440214,44442214,1,UBE2C
chr20,44461469,44463469,3,SNX21
chr20,44485048,44487048,3,ACOT8
chr20,44485219,44487219,3,ZSWIM3
chr20,44508847,44510847,4,ZSWIM1
chr20,44515238,44517238,1,SPATA25
chr20,44540003,44542003,1,PLTP
chr20,44599833,44601833,1,ZNF335
chr20,44636546,44638546,2,MMP9
chr20,44745892,44747892,4,CD40
chr20,44936137,44938137,1,CDH22
chr20,44992097,44994097,2,SLC35C2
chr20,45141211,45143211,1,ZNF334
chr20,45178213,45180213,4,OCSTAMP
chr20,46129600,46131600,3,NCOA3
chr20,47443420,47445420,1,PREX1
chr20,47803907,47805907,2,STAU1
chr20,47834831,47836831,1,DDX27
chr20,47893756,47895756,1,ZNFX1
chr20,48183707,48185707,1,PTGIS
chr20,48531080,48533080,1,SPATA2
chr20,48806119,48808119,1,CEBPB
chr20,48883022,48885022,1,SMIM25
chr20,49125857,49127857,1,PTPN1
chr20,49307067,49309067,2,RIPOR3
chr20,49347080,49349080,1,PARD6B
chr20,49410430,49412430,3,BCAS4
chr20,49546750,49548750,1,ADNP
chr20,49574101,49576101,1,DPM1
chr20,49574350,49576350,1,MOCS3
chr20,49638675,49640675,1,KCNG1
chr20,50178370,50180370,2,NFATC2
chr20,50383950,50385950,1,ATP9A
chr20,50418062,50420062,2,SALL4
chr20,50721023,50723023,2,ZFP64
chr20,51587945,51589945,2,TSHZ2
chr20,51800821,51802821,1,TSHZ2
chr20,52198636,52200636,2,ZNF217
chr20,52686304,52688304,3,BCAS1
chr20,52789516,52791516,1,CYP24A1
chr20,52823501,52825501,1,PFDN4
chr20,53091010,53093010,1,DOK5
chr20,54579528,54581528,1,CBLN4
chr20,54822787,54824787,1,MC3R
chr20,54932982,54934982,1,FAM210B
chr20,54966393,54968393,2,AURKA
chr20,54966426,54968426,2,CSTF1
chr20,54986313,54988313,1,CASS4
chr20,55042640,55044640,1,RTF2
chr20,55098784,55100784,3,FAM209A
chr20,55099981,55101981,2,GCNT7
chr20,55107301,55109301,3,FAM209B
chr20,55203357,55205357,2,TFAP2C
chr20,55903830,55905830,2,SPO11
chr20,55925617,55927617,1,RAE1
chr20,55933878,55935878,1,MTRNR2L3
chr20,55965453,55967453,1,RBM38
chr20,56135136,56137136,4,PCK1
chr20,56194632,56196632,1,ZBP1
chr20,56264680,56266680,6,PMEPA1
chr20,56724982,56726982,4,C20orf85
chr20,56802709,56804709,1,ANKRD60
chr20,56883770,56885770,1,RAB22A
chr20,56963174,56965174,1,VAPB
chr20,57088994,57090994,2,APCDD1L
chr20,57266861,57268861,1,NPEPL1
chr20,57555262,57557262,1,NELFCD
chr20,57616901,57618901,2,PRELID3B
chr20,57765074,57767074,2,ZNF831
chr20,58151563,58153563,3,PHACTR3
chr20,58178601,58180601,1,PHACTR3
chr20,58507718,58509718,1,SYCP2
chr20,58507818,58509818,1,FAM217B
chr20,58532450,58534450,1,CDH26
chr20,59826481,59828481,4,CDH4
chr20,60073476,60075476,3,CDH4
chr20,60696516,60698516,3,LSM14B
chr20,60717514,60719514,1,PSMA7
chr20,60717775,60719775,2,SS18L1
chr20,60757080,60759080,5,MTG2
