chromosome,start,end,promoter,count,length,s_entropy
chr19,58837384,58839384,chr19:58837384-58839384,1,2001,11.827595276332927
chr19,58863865,58865865,chr19:58863865-58865865,1,2001,12.157100442024486
chr19,58891389,58893389,chr19:58891389-58893389,1,2001,11.928071988535391
chr19,58906456,58908456,chr19:58906456-58908456,1,2001,11.890329852835183
chr19,59022432,59024432,chr19:59022432-59024432,2,2001,12.167019687432019
chr19,59069343,59071343,chr19:59069343-59071343,1,2001,11.847603898902834
chr2,263097,265097,chr2:263097-265097,1,2001,11.844731768709337
chr2,263868,265868,chr2:263868-265868,1,2001,11.893171554339352
chr2,945553,947553,chr2:945553-947553,3,2001,11.898925331589384
chr2,1416232,1418232,chr2:1416232-1418232,6,2001,12.15812783541116
chr2,2334085,2336085,chr2:2334085-2336085,5,2001,12.12760917581281
chr2,3522350,3524350,chr2:3522350-3524350,3,2001,11.798886003075886
chr2,3621852,3623852,chr2:3621852-3623852,3,2001,11.934983914230497
chr2,3750181,3752181,chr2:3750181-3752181,1,2001,11.63014455136198
chr2,5831798,5833798,chr2:5831798-5833798,3,2001,11.73485438232672
chr2,7004950,7006950,chr2:7004950-7006950,1,2001,11.843067234761468
chr2,8976769,8978769,chr2:8976769-8978769,1,2001,11.976072501301797
chr2,9613657,9615657,chr2:9613657-9615657,2,2001,11.854238644497718
chr2,9694949,9696949,chr2:9694949-9696949,2,2001,11.945290481427215
chr2,9770184,9772184,chr2:9770184-9772184,1,2001,11.891913226887633
chr2,9982570,9984570,chr2:9982570-9984570,1,2001,11.992926537413783
chr2,10860774,10862774,chr2:10860774-10862774,1,2001,11.912177787267343
chr2,10951965,10953965,chr2:10951965-10953965,1,2001,11.878505259843477
chr2,11272178,11274178,chr2:11272178-11274178,1,2001,11.994666566867261
chr2,11863440,11865440,chr2:11863440-11865440,2,2001,12.091529681051579
chr2,11885710,11887710,chr2:11885710-11887710,1,2001,11.965192403508055
chr2,14771806,14773806,chr2:14771806-14773806,1,2001,11.988613126859544
chr2,15700472,15702472,chr2:15700472-15702472,2,2001,11.999755086001878
chr2,15730744,15732744,chr2:15730744-15732744,1,2001,11.927260206030914
chr2,16079559,16081559,chr2:16079559-16081559,1,2001,11.954841564875299
chr2,17698706,17700706,chr2:17698706-17700706,2,2001,12.13147901691946
chr2,17720806,17722806,chr2:17720806-17722806,1,2001,12.041999048842465
chr2,17934096,17936096,chr2:17934096-17936096,1,2001,11.905093966128934
chr2,17934124,17936124,chr2:17934124-17936124,1,2001,11.900812220773599
chr2,17934426,17936426,chr2:17934426-17936426,1,2001,11.905514412979429
chr2,17996776,17998776,chr2:17996776-17998776,1,2001,12.191795938958764
chr2,18058113,18060113,chr2:18058113-18060113,1,2001,11.959452420582373
chr2,18740959,18742959,chr2:18740959-18742959,1,2001,12.004670436581229
chr2,20188884,20190884,chr2:20188884-20190884,1,2001,11.965651668395383
chr2,20211455,20213455,chr2:20211455-20213455,1,2001,11.995155798328591
chr2,20250789,20252789,chr2:20250789-20252789,1,2001,12.011409530800075
chr2,20424194,20426194,chr2:20424194-20426194,2,2001,11.896509501330499
chr2,20849864,20851864,chr2:20849864-20851864,1,2001,11.998277796971985
chr2,20865423,20867423,chr2:20865423-20867423,1,2001,11.790734697247823
chr2,21265945,21267945,chr2:21265945-21267945,1,2001,12.046590658514356
chr2,21345857,21347857,chr2:21345857-21347857,4,2001,11.519217435998279
chr2,23607297,23609297,chr2:23607297-23609297,1,2001,11.804034552933532
chr2,24162375,24164375,chr2:24162375-24164375,1,2001,11.90534364312443
chr2,24231956,24233956,chr2:24231956-24233956,1,2001,11.972024105882095
chr2,24269296,24271296,chr2:24269296-24271296,1,2001,12.083160993347242
chr2,24298314,24300314,chr2:24298314-24300314,1,2001,11.830443132738916
chr2,24345347,24347347,chr2:24345347-24347347,2,2001,11.952619488355554
chr2,24345349,24347349,chr2:24345349-24347349,2,2001,11.952634849019748
chr2,24396911,24398911,chr2:24396911-24398911,3,2001,11.978388711147215
chr2,25014983,25016983,chr2:25014983-25016983,1,2001,12.003670912352723
chr2,25015251,25017251,chr2:25015251-25017251,1,2001,12.02119097436172
chr2,25263972,25265972,chr2:25263972-25265972,1,2001,11.857885526103043
chr2,25264331,25266331,chr2:25264331-25266331,2,2001,11.90502371768639
chr2,25390720,25392720,chr2:25390720-25392720,2,2001,11.989085611662574
chr2,26394959,26396959,chr2:26394959-26396959,1,2001,11.89289277941565
chr2,26466594,26468594,chr2:26466594-26468594,2,2001,11.989474248187426
chr2,26466615,26468615,chr2:26466615-26468615,2,2001,11.989652753230507
chr2,26863236,26865236,chr2:26863236-26865236,2,2001,12.193732408406596
chr2,26986141,26988141,chr2:26986141-26988141,1,2001,11.981849384070284
chr2,27007881,27009881,chr2:27007881-27009881,1,2001,11.964034996908403
chr2,27007882,27009882,chr2:27007882-27009882,1,2001,11.963871058826518
chr2,27069968,27071968,chr2:27069968-27071968,1,2001,11.869919762001876
chr2,27070156,27072156,chr2:27070156-27072156,1,2001,11.861258151993187
chr2,27236621,27238621,chr2:27236621-27238621,2,2001,12.221314547469872
chr2,27273490,27275490,chr2:27273490-27275490,5,2001,11.96720902270312
chr2,27293567,27295567,chr2:27293567-27295567,3,2001,11.936992467318605
chr2,27340773,27342773,chr2:27340773-27342773,1,2001,11.92910728319671
chr2,27361332,27363332,chr2:27361332-27363332,1,2001,12.235041641050373
chr2,27370944,27372944,chr2:27370944-27372944,1,2001,12.159775889787742
chr2,27434175,27436175,chr2:27434175-27436175,1,2001,11.872796866728747
chr2,27434218,27436218,chr2:27434218-27436218,2,2001,11.876965245309279
chr2,27439257,27441257,chr2:27439257-27441257,1,2001,12.023995733925817
chr2,27497189,27499189,chr2:27497189-27499189,2,2001,12.050640452448352
chr2,27497288,27499288,chr2:27497288-27499288,1,2001,12.04955339783671
chr2,27504296,27506296,chr2:27504296-27506296,1,2001,12.217942230086425
chr2,27578901,27580901,chr2:27578901-27580901,1,2001,11.96497856662675
chr2,27602311,27604311,chr2:27602311-27604311,2,2001,12.003182349254315
chr2,27602611,27604611,chr2:27602611-27604611,2,2001,11.996021224921904
chr2,27649656,27651656,chr2:27649656-27651656,1,2001,11.877757187155336
chr2,27650418,27652418,chr2:27650418-27652418,1,2001,11.924533429238975
chr2,27711678,27713678,chr2:27711678-27713678,1,2001,12.018661011395455
chr2,27885707,27887707,chr2:27885707-27887707,1,2001,11.960875884580851
chr2,27993583,27995583,chr2:27993583-27995583,1,2001,12.044852630924337
chr2,28717937,28719937,chr2:28717937-28719937,1,2001,12.214534225872884
chr2,28973625,28975625,chr2:28973625-28975625,1,2001,11.852252982213114
chr2,29032699,29034699,chr2:29032699-29034699,1,2001,11.898663032159927
chr2,29116508,29118508,chr2:29116508-29118508,1,2001,11.811808320778699
chr2,29296127,29298127,chr2:29296127-29298127,1,2001,12.197745846780965
chr2,29445766,29447766,chr2:29445766-29447766,2,2001,12.230776102254001
chr2,30143477,30145477,chr2:30143477-30145477,1,2001,11.999014178434152
chr2,30368749,30370749,chr2:30368749-30370749,1,2001,11.882644964384871
chr2,30453396,30455396,chr2:30453396-30455396,1,2001,11.852258650493555
chr2,31360592,31362592,chr2:31360592-31362592,1,2001,11.935230117395422
chr2,31439411,31441411,chr2:31439411-31441411,2,2001,12.26148561383384
chr2,31455879,31457879,chr2:31455879-31457879,1,2001,12.048938121043266
chr2,32234733,32236733,chr2:32234733-32236733,1,2001,11.866979938117604
chr2,32287679,32289679,chr2:32287679-32289679,2,2001,11.930948848034253
chr2,32389909,32391909,chr2:32389909-32391909,2,2001,12.01422988441586
chr2,32488949,32490949,chr2:32488949-32490949,2,2001,12.15300852574135
chr2,32489812,32491812,chr2:32489812-32491812,4,2001,12.15392344852011
chr2,32501957,32503957,chr2:32501957-32503957,1,2001,12.050092812658509
chr2,33171368,33173368,chr2:33171368-33173368,1,2001,11.825105386878452
chr2,33737941,33739941,chr2:33737941-33739941,1,2001,12.234848731174495
chr2,33823429,33825429,chr2:33823429-33825429,1,2001,11.966306093511605
chr2,36582369,36584369,chr2:36582369-36584369,3,2001,11.805458912537587
chr2,36922832,36924832,chr2:36922832-36924832,2,2001,12.206721586118222
chr2,37192615,37194615,chr2:37192615-37194615,2,2001,11.887550495452155
chr2,37383190,37385190,chr2:37383190-37385190,3,2001,11.9781512118468
chr2,37414690,37416690,chr2:37414690-37416690,2,2001,12.247697904975217
chr2,37570752,37572752,chr2:37570752-37572752,3,2001,12.05797969923587
chr2,38151461,38153461,chr2:38151461-38153461,1,2001,11.93202516691526
chr2,38176586,38178586,chr2:38176586-38178586,1,2001,12.21063976244958
chr2,38302323,38304323,chr2:38302323-38304323,1,2001,11.859170427732176
chr2,38829178,38831178,chr2:38829178-38831178,1,2001,11.860371105660029
chr2,38892051,38894051,chr2:38892051-38894051,1,2001,12.043489332336204
chr2,38977636,38979636,chr2:38977636-38979636,1,2001,11.901183432675149
chr2,40005416,40007416,chr2:40005416-40007416,1,2001,12.033127108470145
chr2,40656444,40658444,chr2:40656444-40658444,2,2001,12.203440646469348
chr2,42395477,42397477,chr2:42395477-42397477,1,2001,11.949973523161766
chr2,42587383,42589383,chr2:42587383-42589383,1,2001,12.013148764266363
chr2,42720708,42722708,chr2:42720708-42722708,1,2001,11.886720429656636
chr2,42794656,42796656,chr2:42794656-42796656,1,2001,11.98124765261599
chr2,43452745,43454745,chr2:43452745-43454745,2,2001,11.852108619803877
chr2,44000177,44002177,chr2:44000177-44002177,1,2001,12.117059173398186
chr2,44064958,44066958,chr2:44064958-44066958,1,2001,12.095215797221663
chr2,44065102,44067102,chr2:44065102-44067102,1,2001,12.09971990200099
chr2,44222144,44224144,chr2:44222144-44224144,4,2001,11.912326589591965
chr2,44501596,44503596,chr2:44501596-44503596,1,2001,12.061945619300287
chr2,44586813,44588813,chr2:44586813-44588813,1,2001,12.133601711403818
chr2,45168036,45170036,chr2:45168036-45170036,1,2001,11.851972707819298
chr2,45837433,45839433,chr2:45837433-45839433,1,2001,12.06883397966568
chr2,45878042,45880042,chr2:45878042-45880042,2,2001,11.845014381650241
chr2,46843251,46845251,chr2:46843251-46845251,1,2001,12.020823329766767
chr2,46843310,46845310,chr2:46843310-46845310,1,2001,12.020047512954786
chr2,47142007,47144007,chr2:47142007-47144007,1,2001,11.941732584889127
chr2,47402762,47404762,chr2:47402762-47404762,2,2001,11.889052906753747
chr2,48009220,48011220,chr2:48009220-48011220,1,2001,11.86629383047622
chr2,48131932,48133932,chr2:48131932-48133932,2,2001,11.794256706695117
chr2,48540794,48542794,chr2:48540794-48542794,1,2001,11.930276640074814
chr2,48756063,48758063,chr2:48756063-48758063,2,2001,12.037546222598227
chr2,48756307,48758307,chr2:48756307-48758307,2,2001,12.024328040921423
chr2,48843918,48845918,chr2:48843918-48845918,3,2001,12.105609616439832
chr2,48981880,48983880,chr2:48981880-48983880,3,2001,12.095305326253252
chr2,49380666,49382666,chr2:49380666-49382666,3,2001,12.227721695479692
chr2,54196977,54198977,chr2:54196977-54198977,1,2001,11.933586776166662
chr2,54197239,54199239,chr2:54197239-54199239,2,2001,11.929765403398953
chr2,54482409,54484409,chr2:54482409-54484409,2,2001,12.013326790243553
chr2,54557070,54559070,chr2:54557070-54559070,2,2001,12.02639365732015
chr2,54951148,54953148,chr2:54951148-54953148,1,2001,11.992841416172768
chr2,55276953,55278953,chr2:55276953-55278953,2,2001,11.98381742607199
chr2,55920045,55922045,chr2:55920045-55922045,1,2001,12.030363074503123
chr2,56150298,56152298,chr2:56150298-56152298,1,2001,12.032543170517098
chr2,60779633,60781633,chr2:60779633-60781633,1,2001,11.840299922271733
chr2,61107629,61109629,chr2:61107629-61109629,1,2001,11.932787042139745
chr2,61388628,61390628,chr2:61388628-61390628,2,2001,12.206484321017566
chr2,61764418,61766418,chr2:61764418-61766418,1,2001,11.890791068466278
chr2,62080278,62082278,chr2:62080278-62082278,1,2001,11.990809513658396
chr2,62131776,62133776,chr2:62131776-62133776,1,2001,12.14124921072973
chr2,62732604,62734604,chr2:62732604-62734604,1,2001,11.997834890922212
chr2,62931786,62933786,chr2:62931786-62933786,2,2001,12.015144492452936
chr2,62931856,62933856,chr2:62931856-62933856,2,2001,12.004503708152942
chr2,63664141,63666141,chr2:63664141-63666141,1,2001,12.24750473882516
chr2,64067097,64069097,chr2:64067097-64069097,2,2001,11.963606520994736
chr2,64068013,64070013,chr2:64068013-64070013,2,2001,11.976581538072407
chr2,64245214,64247214,chr2:64245214-64247214,2,2001,11.950465509324317
chr2,64750438,64752438,chr2:64750438-64752438,1,2001,11.954446539813386
chr2,64880046,64882046,chr2:64880046-64882046,2,2001,11.868278710424557
chr2,65214578,65216578,chr2:65214578-65216578,1,2001,11.878596458305347
chr2,65356435,65358435,chr2:65356435-65358435,1,2001,11.972350540421784
chr2,65592931,65594931,chr2:65592931-65594931,1,2001,12.165596261977896
chr2,66661531,66663531,chr2:66661531-66663531,4,2001,12.018090264246716
chr2,68591321,68593321,chr2:68591321-68593321,3,2001,12.211978192574561
chr2,68693690,68695690,chr2:68693690-68695690,1,2001,11.953469078260179
chr2,68960912,68962912,chr2:68960912-68962912,2,2001,12.206743389379001
chr2,69097649,69099649,chr2:69097649-69099649,1,2001,12.243273362301839
chr2,69179102,69181102,chr2:69179102-69181102,2,2001,12.198036724289699
chr2,69239275,69241275,chr2:69239275-69241275,1,2001,11.986108695679865
chr2,69613386,69615386,chr2:69613386-69615386,1,2001,11.937735169726158
chr2,69663760,69665760,chr2:69663760-69665760,1,2001,12.048841760949777
chr2,69968105,69970105,chr2:69968105-69970105,2,2001,11.999328038086508
chr2,70120074,70122074,chr2:70120074-70122074,3,2001,12.077416402835219
chr2,70313584,70315584,chr2:70313584-70315584,2,2001,11.859836655013057
chr2,70416843,70418843,chr2:70416843-70418843,1,2001,11.957569805198148
chr2,70417203,70419203,chr2:70417203-70419203,1,2001,11.976181032328011
chr2,70474925,70476925,chr2:70474925-70476925,1,2001,12.012905794870136
chr2,70519903,70521903,chr2:70519903-70521903,1,2001,11.858872638743593
chr2,70528177,70530177,chr2:70528177-70530177,1,2001,11.990382708660919
chr2,70528220,70530220,chr2:70528220-70530220,1,2001,11.988453553508505
chr2,70780147,70782147,chr2:70780147-70782147,1,2001,11.939376417973131
chr2,70993847,70995847,chr2:70993847-70995847,1,2001,11.926205717069017
chr2,70994375,70996375,chr2:70994375-70996375,1,2001,11.933997764873418
chr2,71016775,71018775,chr2:71016775-71018775,4,2001,11.93592627346383
chr2,71046732,71048732,chr2:71046732-71048732,1,2001,12.251495165299337
chr2,71126719,71128719,chr2:71126719-71128719,3,2001,11.89748984375536
chr2,71161997,71163997,chr2:71161997-71163997,1,2001,12.207513241916859
chr2,71453233,71455233,chr2:71453233-71455233,1,2001,11.9681340993179
chr2,71557884,71559884,chr2:71557884-71559884,1,2001,11.967885210699027
chr2,72373991,72375991,chr2:72373991-72375991,1,2001,11.828820016849878
chr2,73052171,73054171,chr2:73052171-73054171,1,2001,11.960542687317533
chr2,73460363,73462363,chr2:73460363-73462363,1,2001,11.881856001268533
chr2,73495758,73497758,chr2:73495758-73497758,1,2001,11.901183096340707
chr2,73963533,73965533,chr2:73963533-73965533,1,2001,12.0679875762462
chr2,74055037,74057037,chr2:74055037-74057037,1,2001,12.079927146427298
chr2,74055093,74057093,chr2:74055093-74057093,1,2001,12.078727097485771
chr2,74119092,74121092,chr2:74119092-74121092,1,2001,12.195530928253062
chr2,74212530,74214530,chr2:74212530-74214530,1,2001,12.047330420189338
chr2,74374039,74376039,chr2:74374039-74376039,1,2001,12.004296087071458
chr2,74405094,74407094,chr2:74405094-74407094,1,2001,11.933590499006657
chr2,74424689,74426689,chr2:74424689-74426689,2,2001,11.928925909219526
chr2,74606482,74608482,chr2:74606482-74608482,1,2001,12.238766884683217
chr2,74643844,74645844,chr2:74643844-74645844,3,2001,12.174484304913156
chr2,74681149,74683149,chr2:74681149-74683149,1,2001,12.036355321658329
chr2,74691537,74693537,chr2:74691537-74693537,1,2001,11.895511261546925
chr2,74733821,74735821,chr2:74733821-74735821,2,2001,11.970224728298195
chr2,74775146,74777146,chr2:74775146-74777146,1,2001,11.97694108781962
chr2,74874164,74876164,chr2:74874164-74876164,1,2001,11.993655028480765
chr2,74874465,74876465,chr2:74874465-74876465,1,2001,12.007697358174115
chr2,74880354,74882354,chr2:74880354-74882354,1,2001,11.894897639970187
chr2,75058781,75060781,chr2:75058781-75060781,1,2001,12.23519033045508
chr2,75425645,75427645,chr2:75425645-75427645,2,2001,11.978518875177997
chr2,75795848,75797848,chr2:75795848-75797848,1,2001,12.209331189291301
chr2,75936732,75938732,chr2:75936732-75938732,1,2001,12.025410632250622
chr2,77748559,77750559,chr2:77748559-77750559,2,2001,12.191320579107742
chr2,79251811,79253811,chr2:79251811-79253811,3,2001,12.231496782803436
chr2,79314150,79316150,chr2:79314150-79316150,1,2001,12.233738635150274
chr2,79346583,79348583,chr2:79346583-79348583,2,2001,12.259101631881949
chr2,79385880,79387880,chr2:79385880-79387880,2,2001,12.271885666105568
chr2,79739059,79741059,chr2:79739059-79741059,2,2001,12.02049511994742
chr2,84685586,84687586,chr2:84685586-84687586,1,2001,12.049678061680037
chr2,85197230,85199230,chr2:85197230-85199230,2,2001,11.772810032387788
chr2,85580821,85582821,chr2:85580821-85582821,1,2001,12.057221117821275
chr2,85580842,85582842,chr2:85580842-85582842,1,2001,12.060598350336464
chr2,85636820,85638820,chr2:85636820-85638820,2,2001,12.212410565433688
chr2,85640197,85642197,chr2:85640197-85642197,1,2001,12.05246918390054
chr2,85821836,85823836,chr2:85821836-85823836,1,2001,12.041373292130174
chr2,85842214,85844214,chr2:85842214-85844214,1,2001,11.780677012306068
chr2,86332278,86334278,chr2:86332278-86334278,1,2001,11.991033794832559
chr2,86332304,86334304,chr2:86332304-86334304,1,2001,11.990522982945874
chr2,86421893,86423893,chr2:86421893-86423893,1,2001,11.912363526605821
chr2,86563777,86565777,chr2:86563777-86565777,3,2001,11.860835032272021
chr2,86564206,86566206,chr2:86564206-86566206,2,2001,11.8746801659273
chr2,86667270,86669270,chr2:86667270-86669270,2,2001,11.931749171248924
chr2,86667583,86669583,chr2:86667583-86669583,2,2001,11.889347753463726
chr2,86789620,86791620,chr2:86789620-86791620,1,2001,11.996500234059507
chr2,86947245,86949245,chr2:86947245-86949245,6,2001,11.866777277370797
chr2,87034519,87036519,chr2:87034519-87036519,1,2001,11.97320800133429
chr2,87088047,87090047,chr2:87088047-87090047,5,2001,12.064998440826445
chr2,88124286,88126286,chr2:88124286-88126286,2,2001,11.11820223514916
chr2,88284309,88286309,chr2:88284309-88286309,1,2001,12.196614280967964
chr2,88354320,88356320,chr2:88354320-88356320,1,2001,11.955820442793318
chr2,88366298,88368298,chr2:88366298-88368298,2,2001,12.156791569940179
chr2,88468813,88470813,chr2:88468813-88470813,3,2001,11.907048432117177
chr2,88471657,88473657,chr2:88471657-88473657,2,2001,12.227317940550703
chr2,88823168,88825168,chr2:88823168-88825168,3,2001,12.184254902654438
chr2,88926094,88928094,chr2:88926094-88928094,1,2001,11.88122885080286
chr2,88990175,88992175,chr2:88990175-88992175,1,2001,11.990971976915567
chr2,95536177,95538177,chr2:95536177-95538177,1,2001,11.991215277896062
chr2,95824330,95826330,chr2:95824330-95826330,1,2001,11.7017846602865
chr2,95830161,95832161,chr2:95830161-95832161,1,2001,12.010526372534088
chr2,96149479,96151479,chr2:96149479-96151479,2,2001,12.152040019879875
chr2,96657068,96659068,chr2:96657068-96659068,5,2001,11.93378809802549
chr2,96810179,96812179,chr2:96810179-96812179,1,2001,11.932102135659209
chr2,96930751,96932751,chr2:96930751-96932751,1,2001,11.90264735619104
chr2,96930883,96932883,chr2:96930883-96932883,1,2001,11.898242978574968
chr2,96970307,96972307,chr2:96970307-96972307,1,2001,12.004282151485816
chr2,96990061,96992061,chr2:96990061-96992061,1,2001,12.048402385789728
chr2,97000478,97002478,chr2:97000478-97002478,1,2001,11.964367062053421
chr2,97201455,97203455,chr2:97201455-97203455,2,2001,11.93212235280018
chr2,97307473,97309473,chr2:97307473-97309473,2,2001,12.168653199458166
chr2,97404813,97406813,chr2:97404813-97406813,1,2001,12.040611226801774
chr2,97425638,97427638,chr2:97425638-97427638,1,2001,11.94496326097062
chr2,97508758,97510758,chr2:97508758-97510758,1,2001,12.166332631174546
chr2,97522756,97524756,chr2:97522756-97524756,2,2001,11.883814746957182
chr2,97534735,97536735,chr2:97534735-97536735,1,2001,11.85655624744074
chr2,98261520,98263520,chr2:98261520-98263520,2,2001,11.9896738560906
chr2,98279561,98281561,chr2:98279561-98281561,2,2001,11.867066680728403
chr2,98329030,98331030,chr2:98329030-98331030,1,2001,12.170123192177211
chr2,98764957,98766957,chr2:98764957-98766957,1,2001,12.211397347290289
chr2,98961617,98963617,chr2:98961617-98963617,1,2001,12.051328443220719
chr2,99060320,99062320,chr2:99060320-99062320,3,2001,11.96959551425958
chr2,99223981,99225981,chr2:99223981-99225981,1,2001,11.946576452561558
chr2,99224010,99226010,chr2:99224010-99226010,1,2001,11.947358736817746
chr2,99796524,99798524,chr2:99796524-99798524,1,2001,12.10087269638568
chr2,99796541,99798541,chr2:99796541-99798541,1,2001,12.093358021303684
chr2,99870570,99872570,chr2:99870570-99872570,2,2001,12.199343506580938
chr2,99916639,99918639,chr2:99916639-99918639,1,2001,12.167216811441014
chr2,100105518,100107518,chr2:100105518-100107518,2,2001,11.792958108956096
chr2,100758037,100760037,chr2:100758037-100760037,2,2001,12.204146418432481
chr2,100938195,100940195,chr2:100938195-100940195,1,2001,11.90297142125242
chr2,101033130,101035130,chr2:101033130-101035130,1,2001,11.891137386406434
chr2,101085943,101087943,chr2:101085943-101087943,4,2001,12.222424808501419
chr2,101178417,101180417,chr2:101178417-101180417,1,2001,11.99645539829234
chr2,101766909,101768909,chr2:101766909-101768909,1,2001,11.856585652267837
chr2,101924178,101926178,chr2:101924178-101926178,1,2001,11.857426936557847
chr2,102002965,102004965,chr2:102002965-102004965,1,2001,11.92567292700292
chr2,102090165,102092165,chr2:102090165-102092165,2,2001,11.948683245590109
chr2,102607305,102609305,chr2:102607305-102609305,1,2001,11.510487913548284
chr2,102971742,102973742,chr2:102971742-102973742,1,2001,12.063561329111389
chr2,103088761,103090761,chr2:103088761-103090761,1,2001,12.252970440991927
chr2,103377489,103379489,chr2:103377489-103379489,2,2001,12.231405744069464
chr2,105469525,105471525,chr2:105469525-105471525,2,2001,11.899165628486141
chr2,105952815,105954815,chr2:105952815-105954815,1,2001,12.029964646876786
chr2,106467203,106469203,chr2:106467203-106469203,2,2001,12.103261641703398
chr2,106809795,106811795,chr2:106809795-106811795,1,2001,11.892074605968254
chr2,107083801,107085801,chr2:107083801-107085801,3,2001,10.751536877128647
chr2,107102811,107104811,chr2:107102811-107104811,1,2001,12.069833991960977
chr2,107501610,107503610,chr2:107501610-107503610,4,2001,11.896419095164468
chr2,107502563,107504563,chr2:107502563-107504563,4,2001,11.872446162890567
chr2,108442387,108444387,chr2:108442387-108444387,1,2001,10.772949377221595
chr2,108601969,108603969,chr2:108601969-108603969,3,2001,12.03379023436801
chr2,108904094,108906094,chr2:108904094-108906094,2,2001,12.226623740799583
chr2,109064576,109066576,chr2:109064576-109066576,1,2001,11.981901670135276
chr2,109203756,109205756,chr2:109203756-109205756,1,2001,12.171793079993074
chr2,109222616,109224616,chr2:109222616-109224616,2,2001,12.24750182412301
chr2,109334936,109336936,chr2:109334936-109336936,2,2001,11.818692781710228
chr2,109402205,109404205,chr2:109402205-109404205,1,2001,12.007193283737484
chr2,109604828,109606828,chr2:109604828-109606828,1,2001,12.110276641375867
chr2,111489149,111491149,chr2:111489149-111491149,3,2001,11.978506496608048
chr2,112640741,112642741,chr2:112640741-112642741,1,2001,11.899715184707176
chr2,112894961,112896961,chr2:112894961-112896961,1,2001,10.901833745821499
chr2,113011664,113013664,chr2:113011664-113013664,3,2001,12.004338403377183
chr2,113238742,113240742,chr2:113238742-113240742,1,2001,11.85522361577237
chr2,113478062,113480062,chr2:113478062-113480062,2,2001,12.153486745822823
chr2,113593356,113595356,chr2:113593356-113595356,1,2001,12.233950433063113
chr2,113669547,113671547,chr2:113669547-113671547,2,2001,12.22770071885566
chr2,113734595,113736595,chr2:113734595-113736595,2,2001,12.230829117926795
chr2,113762037,113764037,chr2:113762037-113764037,1,2001,12.230432960498721
chr2,113809444,113811444,chr2:113809444-113811444,1,2001,12.20758844319664
chr2,113828894,113830894,chr2:113828894-113830894,1,2001,12.251816806535668
chr2,113874469,113876469,chr2:113874469-113876469,3,2001,12.230116299783662
chr2,114513270,114515270,chr2:114513270-114515270,1,2001,11.931743816640578
chr2,114513400,114515400,chr2:114513400-114515400,1,2001,11.93764072553869
chr2,114646510,114648510,chr2:114646510-114648510,2,2001,11.991514342071518
chr2,114647174,114649174,chr2:114647174-114649174,2,2001,11.988761298751447
chr2,115198934,115200934,chr2:115198934-115200934,1,2001,12.235202164141889
chr2,115918683,115920683,chr2:115918683-115920683,2,2001,11.832520354440929
chr2,118571254,118573254,chr2:118571254-118573254,1,2001,12.038816199552501
chr2,118770739,118772739,chr2:118770739-118772739,3,2001,11.877312149532562
chr2,118844993,118846993,chr2:118844993-118846993,1,2001,12.029164949050472
chr2,118845125,118847125,chr2:118845125-118847125,1,2001,12.025069332376944
chr2,119698744,119700744,chr2:119698744-119700744,3,2001,12.218117120103859
chr2,121009413,121011413,chr2:121009413-121011413,1,2001,11.937810851193664
chr2,121102717,121104717,chr2:121102717-121104717,1,2001,11.758688498541252
chr2,121553866,121555866,chr2:121553866-121555866,1,2001,12.12713658478081
chr2,122512120,122514120,chr2:122512120-122514120,1,2001,11.955919595906108
chr2,127412510,127414510,chr2:127412510-127414510,2,2001,12.027536364249038
chr2,127863903,127865903,chr2:127863903-127865903,1,2001,11.909841293000198
chr2,127962343,127964343,chr2:127962343-127964343,2,2001,12.092990869481117
chr2,128050752,128052752,chr2:128050752-128052752,1,2001,11.99806032859132
chr2,128099805,128101805,chr2:128099805-128101805,2,2001,12.211377834717753
chr2,128174995,128176995,chr2:128174995-128176995,2,2001,12.168964061032163
chr2,128283087,128285087,chr2:128283087-128285087,2,2001,11.976993075606075
chr2,128292377,128294377,chr2:128292377-128294377,2,2001,12.155181342445308
chr2,128402438,128404438,chr2:128402438-128404438,1,2001,12.114709276105534
chr2,128421167,128423167,chr2:128421167-128423167,1,2001,12.053992792294315
chr2,128457596,128459596,chr2:128457596-128459596,1,2001,11.9206497145035
chr2,128614729,128616729,chr2:128614729-128616729,2,2001,11.900135417177989
chr2,128847753,128849753,chr2:128847753-128849753,2,2001,11.997060790194627
chr2,130736234,130738234,chr2:130736234-130738234,1,2001,12.037759489366056
chr2,130901707,130903707,chr2:130901707-130903707,1,2001,11.922464700210028
chr2,130955034,130957034,chr2:130955034-130957034,1,2001,11.982087186482822
chr2,131356148,131358148,chr2:131356148-131358148,1,2001,12.164872052589056
chr2,131356251,131358251,chr2:131356251-131358251,1,2001,12.183172027577347
chr2,131368105,131370105,chr2:131368105-131370105,4,2001,11.751191508597493
chr2,131485642,131487642,chr2:131485642-131487642,1,2001,12.191543076600135
chr2,131850033,131852033,chr2:131850033-131852033,2,2001,11.854675961530775
chr2,131861419,131863419,chr2:131861419-131863419,4,2001,12.017766223430964
chr2,132232579,132234579,chr2:132232579-132234579,1,2001,11.96305180644998
chr2,132249064,132251064,chr2:132249064-132251064,1,2001,11.824406532403756
chr2,132284247,132286247,chr2:132284247-132286247,1,2001,11.983024615994069
chr2,133173146,133175146,chr2:133173146-133175146,1,2001,11.981015195387297
chr2,134325031,134327031,chr2:134325031-134327031,1,2001,12.131793166217683
chr2,135781248,135783248,chr2:135781248-135783248,1,2001,12.190626890480079
