chromosome,start,end,count,length
chr19,49954115,49956115,1,2001
chr19,49955472,49957472,1,2001
chr19,49976465,49978465,1,2001
chr19,49989810,49991810,1,2001
chr19,49998621,50000621,0,2001
chr19,50014535,50016535,3,2001
chr19,50029874,50031874,1,2001
chr19,50082829,50084829,0,2001
chr19,50083586,50085586,0,2001
chr19,50093899,50095899,0,2001
chr19,50142400,50144400,0,2001
chr19,50144381,50146381,1,2001
chr19,50167398,50169398,1,2001
chr19,50168132,50170132,0,2001
chr19,50179408,50181408,0,2001
chr19,50190941,50192941,0,2001
chr19,50193364,50195364,0,2001
chr19,50265515,50267515,2,2001
chr19,50269179,50271179,3,2001
chr19,50315567,50317567,0,2001
chr19,50320535,50322535,1,2001
chr19,50353376,50355376,0,2001
chr19,50369822,50371822,1,2001
chr19,50379644,50381644,1,2001
chr19,50379681,50381681,1,2001
chr19,50431399,50433399,0,2001
chr19,50431788,50433788,0,2001
chr19,50431796,50433796,0,2001
chr19,50431799,50433799,0,2001
chr19,50463429,50465429,1,2001
chr19,50471856,50473856,0,2001
chr19,50527805,50529805,1,2001
chr19,50528149,50530149,1,2001
chr19,50665538,50667538,2,2001
chr19,50705884,50707884,0,2001
chr19,50831634,50833634,0,2001
chr19,50868087,50870087,1,2001
chr19,50878679,50880679,0,2001
chr19,50886579,50888579,0,2001
chr19,50921194,50923194,1,2001
chr19,50935159,50937159,0,2001
chr19,50978733,50980733,0,2001
chr19,50979003,50981003,0,2001
chr19,51013416,51015416,1,2001
chr19,51013612,51015612,1,2001
chr19,51016947,51018947,0,2001
chr19,51070302,51072302,0,2001
chr19,51140302,51142302,3,2001
chr19,51142092,51144092,1,2001
chr19,51151701,51153701,2,2001
chr19,51222040,51224040,0,2001
chr19,51225604,51227604,1,2001
chr19,51272720,51274720,0,2001
chr19,51292671,51294671,1,2001
chr19,51306811,51308811,0,2001
chr19,51307110,51309110,1,2001
chr19,51326043,51328043,2,2001
chr19,51333779,51335779,1,2001
chr19,51357170,51359170,0,2001
chr19,51375688,51377688,6,2001
chr19,51412994,51414994,5,2001
chr19,51455344,51457344,5,2001
chr19,51471228,51473228,4,2001
chr19,51471929,51473929,5,2001
chr19,51486320,51488320,1,2001
chr19,51503958,51505958,6,2001
chr19,51511890,51513890,3,2001
chr19,51522282,51524282,2,2001
chr19,51522431,51524431,1,2001
chr19,51528872,51530872,1,2001
chr19,51530290,51532290,2,2001
chr19,51537148,51539148,2,2001
chr19,51567367,51569367,0,2001
chr19,51586467,51588467,1,2001
chr19,51610647,51612647,0,2001
chr19,51627136,51629136,1,2001
chr19,51644557,51646557,2,2001
chr19,51727334,51729334,1,2001
chr19,51759963,51761963,4,2001
chr19,51766136,51768136,3,2001
chr19,51814101,51816101,0,2001
chr19,51844378,51846378,1,2001
chr19,51857096,51859096,0,2001
chr19,51871257,51873257,0,2001
chr19,51874960,51876960,0,2001
chr19,51890210,51892210,0,2001
chr19,51892828,51894828,2,2001
chr19,51920057,51922057,1,2001
chr19,51960708,51962708,0,2001
chr19,51980896,51982896,4,2001
chr19,52002647,52004647,2,2001
chr19,52004043,52006043,0,2001
chr19,52034110,52036110,0,2001
chr19,52073489,52075489,2,2001
chr19,52132727,52134727,1,2001
chr19,52149132,52151132,3,2001
chr19,52195596,52197596,0,2001
chr19,52226245,52228245,3,2001
chr19,52254150,52256150,2,2001
chr19,52263452,52265452,3,2001
chr19,52297398,52299398,1,2001
chr19,52390189,52392189,0,2001
chr19,52390229,52392229,0,2001
chr19,52407305,52409305,2,2001
chr19,52429687,52431687,1,2001
chr19,52489079,52491079,1,2001
chr19,52510483,52512483,3,2001
chr19,52530680,52532680,2,2001
chr19,52550893,52552893,0,2001
chr19,52551377,52553377,1,2001
chr19,52598018,52600018,2,2001
chr19,52642191,52644191,0,2001
chr19,52673936,52675936,1,2001
chr19,52692054,52694054,1,2001
chr19,52771823,52773823,2,2001
chr19,52799421,52801421,2,2001
chr19,52838497,52840497,1,2001
chr19,52847681,52849681,5,2001
chr19,52872169,52874169,5,2001
chr19,52900120,52902120,2,2001
chr19,52931223,52933223,1,2001
chr19,52955828,52957828,1,2001
chr19,53029908,53031908,2,2001
chr19,53072525,53074525,2,2001
chr19,53072916,53074916,2,2001
chr19,53140644,53142644,4,2001
chr19,53232135,53234135,2,2001
chr19,53237307,53239307,2,2001
chr19,53289044,53291044,1,2001
chr19,53323922,53325922,3,2001
chr19,53359902,53361902,2,2001
chr19,53399947,53401947,3,2001
chr19,53420184,53422184,2,2001
chr19,53465164,53467164,2,2001
chr19,53516343,53518343,3,2001
chr19,53546990,53548990,6,2001
chr19,53605687,53607687,2,2001
chr19,53635173,53637173,4,2001
chr19,53661313,53663313,2,2001
chr19,53661322,53663322,2,2001
chr19,53695678,53697678,4,2001
chr19,53757103,53759103,2,2001
chr19,53757156,53759156,2,2001
chr19,53760544,53762544,2,2001
chr19,53769918,53771918,3,2001
chr19,53835971,53837971,0,2001
chr19,53867945,53869945,1,2001
chr19,53897385,53899385,1,2001
chr19,53934226,53936226,3,2001
chr19,53969988,53971988,2,2001
chr19,54023176,54025176,5,2001
chr19,54040332,54042332,2,2001
chr19,54134309,54136309,1,2001
chr19,54326657,54328657,3,2001
chr19,54370118,54372118,1,2001
chr19,54371644,54373644,0,2001
chr19,54384437,54386437,0,2001
chr19,54414990,54416990,1,2001
chr19,54465289,54467289,0,2001
chr19,54494541,54496541,1,2001
chr19,54566207,54568207,2,2001
chr19,54583634,54585634,3,2001
chr19,54604994,54606994,1,2001
chr19,54605159,54607159,1,2001
chr19,54617454,54619454,0,2001
chr19,54617789,54619789,1,2001
chr19,54618055,54620055,1,2001
chr19,54640435,54642435,3,2001
chr19,54662481,54664481,1,2001
chr19,54675944,54677944,1,2001
chr19,54692733,54694733,1,2001
chr19,54693118,54695118,1,2001
chr19,54694064,54696064,0,2001
chr19,54703725,54705725,1,2001
chr19,54745610,54747610,2,2001
chr19,54745711,54747711,2,2001
chr19,54760171,54762171,1,2001
chr19,54784033,54786033,2,2001
chr19,54803221,54805221,0,2001
chr19,54823409,54825409,1,2001
chr19,54849440,54851440,1,2001
chr19,54875721,54877721,1,2001
chr19,54925604,54927604,1,2001
chr19,54959339,54961339,0,2001
chr19,54973894,54975894,0,2001
chr19,54983437,54985437,1,2001
chr19,55013012,55015012,4,2001
chr19,55084297,55086297,1,2001
chr19,55104040,55106040,0,2001
chr19,55140967,55142967,4,2001
chr19,55173270,55175270,2,2001
chr19,55234951,55236951,0,2001
chr19,55248973,55250973,0,2001
chr19,55280264,55282264,2,2001
chr19,55314066,55316066,0,2001
chr19,55326892,55328892,0,2001
chr19,55343130,55345130,0,2001
chr19,55360897,55362897,0,2001
chr19,55384548,55386548,3,2001
chr19,55416507,55418507,1,2001
chr19,55457873,55459873,1,2001
chr19,55475646,55477646,0,2001
chr19,55476709,55478709,1,2001
chr19,55548632,55550632,2,2001
chr19,55573585,55575585,3,2001
chr19,55579914,55581914,3,2001
chr19,55590759,55592759,0,2001
chr19,55627968,55629968,1,2001
chr19,55659722,55661722,1,2001
chr19,55668100,55670100,2,2001
chr19,55677090,55679090,0,2001
chr19,55689811,55691811,2,2001
chr19,55690720,55692720,2,2001
chr19,55719874,55721874,3,2001
chr19,55739632,55741632,0,2001
chr19,55769038,55771038,1,2001
chr19,55790751,55792751,0,2001
chr19,55794533,55796533,0,2001
chr19,55835708,55837708,1,2001
chr19,55850220,55852220,0,2001
chr19,55865182,55867182,0,2001
chr19,55873620,55875620,1,2001
chr19,55880831,55882831,0,2001
chr19,55887193,55889193,1,2001
chr19,55894627,55896627,1,2001
chr19,55896299,55898299,0,2001
chr19,55918325,55920325,0,2001
chr19,55953230,55955230,0,2001
chr19,55972049,55974049,2,2001
chr19,55986698,55988698,0,2001
chr19,55995556,55997556,0,2001
chr19,55998869,56000869,1,2001
chr19,56047435,56049435,0,2001
chr19,56055909,56057909,1,2001
chr19,56091211,56093211,2,2001
chr19,56109893,56111893,0,2001
chr19,56110705,56112705,0,2001
chr19,56123958,56125958,1,2001
chr19,56134941,56136941,1,2001
chr19,56152417,56154417,0,2001
chr19,56152462,56154462,0,2001
chr19,56153985,56155985,0,2001
chr19,56157953,56159953,1,2001
chr19,56164415,56166415,0,2001
chr19,56185560,56187560,0,2001
chr19,56186990,56188990,2,2001
chr19,56248768,56250768,0,2001
chr19,56269506,56271506,3,2001
chr19,56282170,56284170,6,2001
chr19,56342460,56344460,0,2001
chr19,56346943,56348943,3,2001
chr19,56347128,56349128,3,2001
chr19,56442702,56444702,4,2001
chr19,56458197,56460197,6,2001
chr19,56510091,56512091,5,2001
chr19,56631742,56633742,0,2001
chr19,56651534,56653534,1,2001
chr19,56686388,56688388,2,2001
chr19,56703421,56705421,2,2001
chr19,56740768,56742768,1,2001
chr19,56783137,56785137,0,2001
chr19,56825294,56827294,0,2001
chr19,56903970,56905970,2,2001
chr19,56914382,56916382,0,2001
chr19,56914693,56916693,0,2001
chr19,56987770,56989770,2,2001
chr19,57018211,57020211,3,2001
chr19,57049316,57051316,0,2001
chr19,57077889,57079889,1,2001
chr19,57105663,57107663,0,2001
chr19,57153526,57155526,2,2001
chr19,57182123,57184123,0,2001
chr19,57351094,57353094,2,2001
chr19,57351097,57353097,2,2001
chr19,57630508,57632508,2,2001
chr19,57655570,57657570,5,2001
chr19,57677856,57679856,4,2001
chr19,57701867,57703867,0,2001
chr19,57741376,57743376,2,2001
chr19,57741427,57743427,2,2001
chr19,57751052,57753052,4,2001
chr19,57790334,57792334,0,2001
chr19,57790852,57792852,0,2001
chr19,57830864,57832864,1,2001
chr19,57861641,57863641,2,2001
chr19,57873802,57875802,0,2001
chr19,57900217,57902217,1,2001
chr19,57921514,57923514,1,2001
chr19,57921528,57923528,1,2001
chr19,57945692,57947692,1,2001
chr19,57967107,57969107,0,2001
chr19,57987938,57989938,0,2001
chr19,57998078,58000078,3,2001
chr19,58010221,58012221,5,2001
chr19,58037692,58039692,3,2001
chr19,58070231,58072231,2,2001
chr19,58089295,58091295,2,2001
chr19,58094343,58096343,2,2001
chr19,58110252,58112252,2,2001
chr19,58124586,58126586,1,2001
chr19,58143534,58145534,2,2001
chr19,58179302,58181302,5,2001
chr19,58192336,58194336,5,2001
chr19,58219579,58221579,3,2001
chr19,58237992,58239992,0,2001
chr19,58237995,58239995,0,2001
chr19,58257163,58259163,2,2001
chr19,58280019,58282019,2,2001
chr19,58325281,58327281,2,2001
chr19,58340661,58342661,3,2001
chr19,58360180,58362180,0,2001
chr19,58399442,58401442,1,2001
chr19,58426978,58428978,1,2001
chr19,58426984,58428984,1,2001
chr19,58445755,58447755,1,2001
chr19,58458077,58460077,1,2001
chr19,58484902,58486902,0,2001
chr19,58513195,58515195,1,2001
chr19,58513714,58515714,1,2001
chr19,58544433,58546433,3,2001
chr19,58569606,58571606,0,2001
chr19,58608730,58610730,0,2001
chr19,58628793,58630793,4,2001
chr19,58661148,58663148,0,2001
chr19,58693355,58695355,0,2001
chr19,58739046,58741046,1,2001
chr19,58789317,58791317,0,2001
chr19,58837384,58839384,0,2001
chr19,58863865,58865865,0,2001
chr19,58873214,58875214,0,2001
chr19,58891389,58893389,2,2001
chr19,58897635,58899635,1,2001
chr19,58906456,58908456,0,2001
chr19,58919040,58921040,1,2001
chr19,58950589,58952589,3,2001
chr19,58961970,58963970,0,2001
chr19,58977411,58979411,2,2001
chr19,58986530,58988530,1,2001
chr19,58987545,58989545,2,2001
chr19,59022432,59024432,0,2001
chr19,59029926,59031926,1,2001
chr19,59054835,59056835,0,2001
chr19,59065491,59067491,0,2001
chr19,59069343,59071343,0,2001
chr19,59083942,59085942,1,2001
chr2,45588,47588,0,2001
chr2,263097,265097,0,2001
chr2,263868,265868,2,2001
chr2,287308,289308,1,2001
chr2,676468,678468,1,2001
chr2,945553,947553,2,2001
chr2,1416232,1418232,3,2001
chr2,1747319,1749319,1,2001
chr2,2334085,2336085,3,2001
chr2,3380703,3382703,2,2001
chr2,3382445,3384445,1,2001
chr2,3520518,3522518,1,2001
chr2,3522350,3524350,3,2001
chr2,3604961,3606961,0,2001
chr2,3621852,3623852,1,2001
chr2,3641421,3643421,1,2001
chr2,3704785,3706785,2,2001
chr2,3750181,3752181,2,2001
chr2,5831798,5833798,1,2001
chr2,7004950,7006950,0,2001
chr2,7016795,7018795,2,2001
chr2,7056548,7058548,1,2001
chr2,8821112,8823112,0,2001
chr2,8976769,8978769,2,2001
chr2,9142879,9144879,1,2001
chr2,9345893,9347893,1,2001
chr2,9562305,9564305,0,2001
chr2,9562665,9564665,0,2001
chr2,9613657,9615657,0,2001
chr2,9694949,9696949,0,2001
chr2,9770184,9772184,1,2001
chr2,9982570,9984570,2,2001
chr2,10090791,10092791,0,2001
chr2,10182681,10184681,0,2001
chr2,10182955,10184955,0,2001
chr2,10219538,10221538,1,2001
chr2,10261862,10263862,1,2001
chr2,10442029,10444029,0,2001
chr2,10469288,10471288,2,2001
chr2,10587680,10589680,0,2001
chr2,10829113,10831113,0,2001
chr2,10860774,10862774,1,2001
chr2,10951965,10953965,0,2001
chr2,10971611,10973611,0,2001
chr2,11051062,11053062,0,2001
chr2,11272178,11274178,0,2001
chr2,11294497,11296497,1,2001
chr2,11484533,11486533,1,2001
chr2,11605303,11607303,1,2001
chr2,11673241,11675241,2,2001
chr2,11809329,11811329,0,2001
chr2,11863440,11865440,1,2001
chr2,11885710,11887710,0,2001
chr2,12855997,12857997,1,2001
chr2,14771806,14773806,0,2001
chr2,15700472,15702472,0,2001
chr2,15730744,15732744,1,2001
chr2,16079559,16081559,1,2001
chr2,16081371,16083371,0,2001
chr2,16846134,16848134,0,2001
chr2,17698706,17700706,1,2001
chr2,17720806,17722806,1,2001
chr2,17934096,17936096,1,2001
chr2,17934124,17936124,1,2001
chr2,17934426,17936426,0,2001
chr2,17996776,17998776,2,2001
chr2,18058113,18060113,3,2001
chr2,18058923,18060923,2,2001
chr2,18740959,18742959,1,2001
chr2,18769846,18771846,0,2001
chr2,19557372,19559372,1,2001
chr2,20100747,20102747,1,2001
chr2,20188884,20190884,0,2001
chr2,20211455,20213455,3,2001
chr2,20250789,20252789,0,2001
chr2,20424194,20426194,0,2001
chr2,20549611,20551611,0,2001
chr2,20645831,20647831,1,2001
chr2,20849864,20851864,2,2001
chr2,20865423,20867423,0,2001
chr2,21021890,21023890,1,2001
chr2,21265945,21267945,2,2001
chr2,21345857,21347857,2,2001
chr2,23607297,23609297,0,2001
chr2,24148984,24150984,2,2001
chr2,24162375,24164375,1,2001
chr2,24231956,24233956,1,2001
chr2,24269296,24271296,2,2001
chr2,24271570,24273570,1,2001
chr2,24298314,24300314,0,2001
chr2,24306201,24308201,2,2001
chr2,24307085,24309085,2,2001
chr2,24345347,24347347,0,2001
chr2,24345349,24347349,0,2001
chr2,24396911,24398911,3,2001
chr2,24582397,24584397,0,2001
chr2,24806345,24808345,0,2001
chr2,25014983,25016983,1,2001
chr2,25015251,25017251,1,2001
chr2,25141886,25143886,1,2001
chr2,25193963,25195963,2,2001
chr2,25263972,25265972,1,2001
chr2,25264331,25266331,0,2001
chr2,25390720,25392720,0,2001
chr2,25563784,25565784,0,2001
chr2,25895516,25897516,4,2001
chr2,26100385,26102385,0,2001
chr2,26204443,26206443,2,2001
chr2,26255728,26257728,2,2001
chr2,26394959,26396959,1,2001
chr2,26466594,26468594,0,2001
chr2,26466615,26468615,0,2001
chr2,26540917,26542917,1,2001
chr2,26567953,26569953,0,2001
chr2,26568685,26570685,0,2001
chr2,26623779,26625779,1,2001
chr2,26780566,26782566,0,2001
chr2,26784426,26786426,2,2001
chr2,26863236,26865236,5,2001
chr2,26914580,26916580,0,2001
chr2,26986141,26988141,2,2001
chr2,27007881,27009881,2,2001
chr2,27007882,27009882,2,2001
chr2,27069968,27071968,0,2001
chr2,27070156,27072156,0,2001
chr2,27192238,27194238,0,2001
chr2,27236621,27238621,0,2001
chr2,27254773,27256773,1,2001
chr2,27273490,27275490,3,2001
chr2,27293567,27295567,0,2001
chr2,27300434,27302434,1,2001
chr2,27308610,27310610,0,2001
chr2,27340773,27342773,1,2001
chr2,27340995,27342995,1,2001
chr2,27345656,27347656,0,2001
chr2,27356543,27358543,1,2001
chr2,27361332,27363332,2,2001
chr2,27370944,27372944,1,2001
chr2,27434175,27436175,0,2001
chr2,27434218,27436218,0,2001
chr2,27439257,27441257,0,2001
chr2,27497189,27499189,1,2001
chr2,27497288,27499288,1,2001
chr2,27504296,27506296,2,2001
chr2,27530313,27532313,0,2001
chr2,27544969,27546969,1,2001
chr2,27578901,27580901,1,2001
chr2,27592324,27594324,0,2001
chr2,27592362,27594362,0,2001
chr2,27602311,27604311,3,2001
chr2,27602611,27604611,2,2001
chr2,27631550,27633550,0,2001
chr2,27649656,27651656,0,2001
chr2,27650418,27652418,1,2001
chr2,27664232,27666232,1,2001
chr2,27711678,27713678,0,2001
chr2,27717126,27719126,1,2001
chr2,27718705,27720705,0,2001
chr2,27798388,27800388,0,2001
chr2,27804835,27806835,0,2001
chr2,27850514,27852514,2,2001
chr2,27850745,27852745,2,2001
chr2,27850862,27852862,1,2001
chr2,27850898,27852898,1,2001
chr2,27885337,27887337,0,2001
chr2,27885707,27887707,0,2001
chr2,27993583,27995583,0,2001
chr2,28112263,28114263,1,2001
chr2,28112481,28114481,1,2001
chr2,28614778,28616778,0,2001
chr2,28717937,28719937,3,2001
chr2,28973625,28975625,2,2001
chr2,29032699,29034699,0,2001
chr2,29037862,29039862,1,2001
chr2,29092175,29094175,1,2001
chr2,29116508,29118508,1,2001
chr2,29203163,29205163,3,2001
chr2,29296127,29298127,0,2001
chr2,29337291,29339291,1,2001
chr2,29445766,29447766,1,2001
chr2,30143477,30145477,2,2001
chr2,30368749,30370749,0,2001
chr2,30453396,30455396,0,2001
chr2,30669091,30671091,4,2001
chr2,31029311,31031311,1,2001
chr2,31360592,31362592,3,2001
chr2,31439411,31441411,1,2001
chr2,31455879,31457879,0,2001
chr2,31636611,31638611,0,2001
chr2,31805040,31807040,0,2001
chr2,32234733,32236733,0,2001
chr2,32263904,32265904,1,2001
chr2,32287679,32289679,0,2001
chr2,32389909,32391909,1,2001
chr2,32488949,32490949,1,2001
chr2,32489812,32491812,1,2001
chr2,32501957,32503957,2,2001
chr2,32581095,32583095,0,2001
chr2,32852086,32854086,1,2001
chr2,33171368,33173368,0,2001
chr2,33358663,33360663,0,2001
chr2,33700320,33702320,0,2001
chr2,33737941,33739941,3,2001
chr2,33823429,33825429,3,2001
chr2,36582369,36584369,0,2001
chr2,36824332,36826332,1,2001
chr2,36922832,36924832,2,2001
chr2,37192615,37194615,1,2001
chr2,37310488,37312488,1,2001
chr2,37310593,37312593,1,2001
chr2,37383190,37385190,3,2001
chr2,37414690,37416690,1,2001
chr2,37422603,37424603,1,2001
chr2,37457740,37459740,1,2001
chr2,37457773,37459773,1,2001
chr2,37543222,37545222,0,2001
chr2,37570752,37572752,0,2001
chr2,37898342,37900342,0,2001
chr2,37898678,37900678,1,2001
chr2,38151461,38153461,2,2001
chr2,38176586,38178586,2,2001
chr2,38302323,38304323,0,2001
chr2,38603565,38605565,0,2001
chr2,38829178,38831178,0,2001
chr2,38892051,38894051,0,2001
chr2,38977636,38979636,0,2001
chr2,39004326,39006326,0,2001
chr2,39102075,39104075,2,2001
chr2,39102102,39104102,2,2001
chr2,39145503,39147503,2,2001
chr2,39346604,39348604,0,2001
chr2,39455729,39457729,3,2001
chr2,39663453,39665453,0,2001
chr2,39891637,39893637,1,2001
chr2,39892034,39894034,0,2001
chr2,40005416,40007416,2,2001
chr2,40656444,40658444,1,2001
chr2,42179943,42181943,3,2001
chr2,42274160,42276160,0,2001
chr2,42395477,42397477,1,2001
chr2,42587383,42589383,1,2001
chr2,42595097,42597097,4,2001
chr2,42720237,42722237,0,2001
chr2,42720708,42722708,1,2001
chr2,42794656,42796656,1,2001
chr2,42990401,42992401,2,2001
chr2,43018751,43020751,2,2001
chr2,43452745,43454745,1,2001
chr2,43822113,43824113,1,2001
chr2,43822185,43824185,1,2001
chr2,43863438,43865438,0,2001
chr2,43902461,43904461,0,2001
chr2,44000177,44002177,1,2001
chr2,44064958,44066958,0,2001
chr2,44065102,44067102,0,2001
chr2,44222144,44224144,0,2001
chr2,44394941,44396941,0,2001
chr2,44501596,44503596,1,2001
chr2,44585888,44587888,1,2001
chr2,44586813,44588813,0,2001
chr2,44588042,44590042,0,2001
chr2,45168036,45170036,1,2001
chr2,45235542,45237542,0,2001
chr2,45837433,45839433,1,2001
chr2,45878042,45880042,0,2001
chr2,46523540,46525540,0,2001
chr2,46705703,46707703,0,2001
chr2,46768696,46770696,0,2001
chr2,46768866,46770866,0,2001
chr2,46843251,46845251,0,2001
chr2,46843310,46845310,0,2001
chr2,46925098,46927098,1,2001
chr2,47142007,47144007,0,2001
chr2,47167312,47169312,0,2001
chr2,47381517,47383517,2,2001
chr2,47402762,47404762,0,2001
chr2,47595286,47597286,1,2001
chr2,47629205,47631205,1,2001
chr2,47796470,47798470,0,2001
chr2,48009220,48011220,2,2001
chr2,48131932,48133932,1,2001
chr2,48540794,48542794,0,2001
chr2,48666907,48668907,1,2001
chr2,48756063,48758063,0,2001
chr2,48756307,48758307,0,2001
chr2,48843918,48845918,2,2001
chr2,48981880,48983880,3,2001
chr2,49380666,49382666,3,2001
chr2,51258674,51260674,3,2001
chr2,53993919,53995919,0,2001
chr2,54012985,54014985,2,2001
chr2,54013067,54015067,2,2001
chr2,54013146,54015146,2,2001
chr2,54086170,54088170,0,2001
chr2,54196977,54198977,1,2001
chr2,54197239,54199239,1,2001
chr2,54482409,54484409,0,2001
chr2,54557070,54559070,2,2001
chr2,54682453,54684453,0,2001
chr2,54951148,54953148,0,2001
chr2,55276953,55278953,0,2001
chr2,55458038,55460038,3,2001
chr2,55458503,55460503,3,2001
chr2,55458699,55460699,0,2001
chr2,55495315,55497315,3,2001
chr2,55495384,55497384,3,2001
chr2,55646057,55648057,0,2001
chr2,55745730,55747730,1,2001
chr2,55843860,55845860,1,2001
chr2,55920045,55922045,0,2001
chr2,56150298,56152298,4,2001
chr2,56410257,56412257,0,2001
chr2,58272776,58274776,1,2001
chr2,58467515,58469515,1,2001
chr2,60779633,60781633,0,2001
chr2,60982364,60984364,2,2001
chr2,61107629,61109629,0,2001
chr2,61243566,61245566,1,2001
chr2,61243811,61245811,1,2001
chr2,61244394,61246394,1,2001
chr2,61292004,61294004,1,2001
chr2,61292343,61294343,1,2001
chr2,61388628,61390628,1,2001
chr2,61696849,61698849,0,2001
chr2,61764418,61766418,1,2001
chr2,62080278,62082278,0,2001
chr2,62114806,62116806,2,2001
chr2,62114857,62116857,1,2001
chr2,62131776,62133776,1,2001
chr2,62422261,62424261,0,2001
chr2,62441655,62443655,1,2001
chr2,62732604,62734604,0,2001
chr2,62931786,62933786,1,2001
chr2,62931856,62933856,1,2001
chr2,63276191,63278191,0,2001
chr2,63664141,63666141,0,2001
chr2,63814742,63816742,2,2001
chr2,63814933,63816933,2,2001
chr2,63815284,63817284,2,2001
chr2,64067097,64069097,6,2001
chr2,64068013,64070013,4,2001
chr2,64245214,64247214,3,2001
chr2,64370605,64372605,1,2001
chr2,64680326,64682326,1,2001
chr2,64750438,64752438,1,2001
chr2,64880046,64882046,1,2001
chr2,65214578,65216578,1,2001
chr2,65215494,65217494,0,2001
chr2,65282494,65284494,0,2001
chr2,65356435,65358435,1,2001
chr2,65453828,65455828,1,2001
chr2,65592931,65594931,0,2001
chr2,66661531,66663531,0,2001
chr2,67623441,67625441,3,2001
chr2,68289159,68291159,0,2001
chr2,68383692,68385692,0,2001
chr2,68383961,68385961,0,2001
chr2,68478651,68480651,0,2001
chr2,68546183,68548183,0,2001
chr2,68591321,68593321,3,2001
chr2,68693449,68695449,0,2001
chr2,68693690,68695690,0,2001
chr2,68869719,68871719,0,2001
chr2,68960912,68962912,3,2001
chr2,69000932,69002932,1,2001
chr2,69097649,69099649,1,2001
chr2,69179102,69181102,4,2001
chr2,69200704,69202704,2,2001
chr2,69239275,69241275,1,2001
chr2,69613386,69615386,0,2001
chr2,69663760,69665760,3,2001
chr2,69869977,69871977,0,2001
chr2,69968105,69970105,1,2001
chr2,70055737,70057737,1,2001
chr2,70120074,70122074,4,2001
chr2,70141172,70143172,0,2001
chr2,70188397,70190397,0,2001
chr2,70313584,70315584,0,2001
chr2,70416843,70418843,1,2001
chr2,70417203,70419203,1,2001
chr2,70474925,70476925,1,2001
chr2,70484230,70486230,1,2001
chr2,70519903,70521903,0,2001
chr2,70528177,70530177,0,2001
chr2,70528220,70530220,0,2001
chr2,70780147,70782147,1,2001
chr2,70993847,70995847,2,2001
chr2,70994375,70996375,3,2001
chr2,71016775,71018775,0,2001
chr2,71046732,71048732,6,2001
chr2,71061953,71063953,0,2001
chr2,71126719,71128719,4,2001
chr2,71161997,71163997,0,2001
chr2,71204574,71206574,0,2001
chr2,71221001,71223001,0,2001
chr2,71294407,71296407,1,2001
chr2,71356394,71358394,1,2001
chr2,71356443,71358443,1,2001
chr2,71453233,71455233,3,2001
chr2,71557884,71559884,1,2001
chr2,71679752,71681752,2,2001
chr2,71692831,71694831,0,2001
chr2,72373991,72375991,0,2001
chr2,73052171,73054171,1,2001
chr2,73113511,73115511,2,2001
chr2,73143603,73145603,0,2001
chr2,73297965,73299965,1,2001
chr2,73339146,73341146,0,2001
chr2,73428385,73430385,3,2001
chr2,73440365,73442365,1,2001
chr2,73459412,73461412,0,2001
chr2,73460363,73462363,0,2001
chr2,73495758,73497758,0,2001
chr2,73519829,73521829,1,2001
chr2,73611885,73613885,0,2001
chr2,73868537,73870537,2,2001
chr2,73927467,73929467,1,2001
chr2,73963533,73965533,3,2001
chr2,74006284,74008284,1,2001
chr2,74010315,74012315,2,2001
chr2,74055037,74057037,2,2001
chr2,74055093,74057093,2,2001
chr2,74119092,74121092,2,2001
chr2,74152952,74154952,0,2001
chr2,74212530,74214530,3,2001
chr2,74374039,74376039,0,2001
chr2,74405094,74407094,1,2001
chr2,74424689,74426689,0,2001
chr2,74541152,74543152,0,2001
chr2,74606482,74608482,2,2001
chr2,74643844,74645844,0,2001
chr2,74647849,74649849,2,2001
chr2,74668060,74670060,1,2001
chr2,74681149,74683149,1,2001
chr2,74684526,74686526,0,2001
chr2,74691537,74693537,2,2001
chr2,74698942,74700942,0,2001
chr2,74709199,74711199,2,2001
chr2,74709357,74711357,2,2001
chr2,74729443,74731443,1,2001
chr2,74733821,74735821,1,2001
chr2,74740595,74742595,2,2001
chr2,74752408,74754408,0,2001
chr2,74755531,74757531,1,2001
chr2,74756024,74758024,0,2001
chr2,74775146,74777146,0,2001
chr2,74780122,74782122,1,2001
chr2,74780286,74782286,0,2001
chr2,74874164,74876164,2,2001
chr2,74874465,74876465,1,2001
chr2,74880354,74882354,2,2001
chr2,75058781,75060781,0,2001
chr2,75184769,75186769,3,2001
chr2,75425645,75427645,1,2001
chr2,75787092,75789092,1,2001
chr2,75795848,75797848,0,2001
chr2,75872908,75874908,0,2001
chr2,75936732,75938732,2,2001
chr2,75937111,75939111,1,2001
chr2,77748559,77750559,4,2001
chr2,79251811,79253811,5,2001
chr2,79314150,79316150,3,2001
chr2,79346583,79348583,2,2001
chr2,79385880,79387880,2,2001
chr2,79739059,79741059,0,2001
chr2,80530487,80532487,0,2001
chr2,84685586,84687586,3,2001
chr2,84742578,84744578,2,2001
chr2,85107369,85109369,3,2001
chr2,85131762,85133762,0,2001
chr2,85197230,85199230,2,2001
chr2,85359582,85361582,0,2001
chr2,85554419,85556419,0,2001
chr2,85580821,85582821,1,2001
chr2,85580842,85582842,1,2001
chr2,85636820,85638820,0,2001
chr2,85640197,85642197,3,2001
chr2,85645053,85647053,0,2001
